cnty,name,price,state
aitkin-county-mn,Aitkin County,202799,MN
anoka-county-mn,Anoka County,311141,MN
becker-county-mn,Becker County,248482,MN
beltrami-county-mn,Beltrami County,189398,MN
benton-county-mn,Benton County,220103,MN
big-stone-county-mn,Big Stone County,90752,MN
blue-earth-county-mn,Blue Earth County,229773,MN
brown-county-mn,Brown County,166779,MN
carlton-county-mn,Carlton County,191223,MN
carver-county-mn,Carver County,378700,MN
cass-county-mn,Cass County,208401,MN
chippewa-county-mn,Chippewa County,100253,MN
chisago-county-mn,Chisago County,310076,MN
clay-county-mn,Clay County,212416,MN
clearwater-county-mn,Clearwater County,138259,MN
cook-county-mn,Cook County,283096,MN
cottonwood-county-mn,Cottonwood County,111272,MN
crow-wing-county-mn,Crow Wing County,228943,MN
dakota-county-mn,Dakota County,332085,MN
dodge-county-mn,Dodge County,227732,MN
douglas-county-mn,Douglas County,249092,MN
faribault-county-mn,Faribault County,107069,MN
fillmore-county-mn,Fillmore County,189754,MN
freeborn-county-mn,Freeborn County,123605,MN
goodhue-county-mn,Goodhue County,251420,MN
grant-county-mn,Grant County,136378,MN
hennepin-county-mn,Hennepin County,339850,MN
houston-county-mn,Houston County,217801,MN
hubbard-county-mn,Hubbard County,229775,MN
isanti-county-mn,Isanti County,243172,MN
itasca-county-mn,Itasca County,180498,MN
jackson-county-mn,Jackson County,128963,MN
kanabec-county-mn,Kanabec County,176906,MN
kandiyohi-county-mn,Kandiyohi County,193587,MN
kittson-county-mn,Kittson County,85094,MN
koochiching-county-mn,Koochiching County,112895,MN
lac-qui-parle-county-mn,Lac qui Parle County,76859,MN
lake-county-mn,Lake County,188996,MN
lake-of-the-woods-county-mn,Lake of the Woods County,139922,MN
le-sueur-county-mn,Le Sueur County,227180,MN
lincoln-county-mn,Lincoln County,80522,MN
lyon-county-mn,Lyon County,162997,MN
mcleod-county-mn,McLeod County,207000,MN
mahnomen-county-mn,Mahnomen County,94525,MN
marshall-county-mn,Marshall County,111221,MN
martin-county-mn,Martin County,127332,MN
meeker-county-mn,Meeker County,172722,MN
mille-lacs-county-mn,Mille Lacs County,197838,MN
morrison-county-mn,Morrison County,207514,MN
mower-county-mn,Mower County,148527,MN
murray-county-mn,Murray County,139825,MN
nicollet-county-mn,Nicollet County,242083,MN
nobles-county-mn,Nobles County,138534,MN
norman-county-mn,Norman County,98457,MN
olmsted-county-mn,Olmsted County,275474,MN
otter-tail-county-mn,Otter Tail County,248861,MN
pennington-county-mn,Pennington County,166596,MN
pine-county-mn,Pine County,182399,MN
pipestone-county-mn,Pipestone County,97075,MN
polk-county-mn,Polk County,204105,MN
pope-county-mn,Pope County,209123,MN
ramsey-county-mn,Ramsey County,292587,MN
red-lake-county-mn,Red Lake County,119167,MN
redwood-county-mn,Redwood County,90969,MN
renville-county-mn,Renville County,118471,MN
rice-county-mn,Rice County,279995,MN
rock-county-mn,Rock County,147239,MN
roseau-county-mn,Roseau County,151807,MN
st.-louis-county-mn,St. Louis County,190050,MN
scott-county-mn,Scott County,367847,MN
sherburne-county-mn,Sherburne County,298133,MN
sibley-county-mn,Sibley County,158414,MN
stearns-county-mn,Stearns County,233117,MN
steele-county-mn,Steele County,199538,MN
stevens-county-mn,Stevens County,145634,MN
swift-county-mn,Swift County,114277,MN
todd-county-mn,Todd County,141186,MN
traverse-county-mn,Traverse County,51780,MN
wabasha-county-mn,Wabasha County,226143,MN
wadena-county-mn,Wadena County,128200,MN
waseca-county-mn,Waseca County,180151,MN
washington-county-mn,Washington County,361256,MN
watonwan-county-mn,Watonwan County,91452,MN
wilkin-county-mn,Wilkin County,134168,MN
winona-county-mn,Winona County,202726,MN
wright-county-mn,Wright County,297396,MN
yellow-medicine-county-mn,Yellow Medicine County,93450,MN
adair-county-mo,Adair County,124841,MO
andrew-county-mo,Andrew County,176083,MO
atchison-county-mo,Atchison County,76454,MO
audrain-county-mo,Audrain County,106488,MO
barry-county-mo,Barry County,138956,MO
barton-county-mo,Barton County,102058,MO
bates-county-mo,Bates County,131574,MO
benton-county-mo,Benton County,116928,MO
bollinger-county-mo,Bollinger County,128891,MO
boone-county-mo,Boone County,216136,MO
buchanan-county-mo,Buchanan County,116545,MO
butler-county-mo,Butler County,116437,MO
caldwell-county-mo,Caldwell County,134406,MO
callaway-county-mo,Callaway County,168564,MO
camden-county-mo,Camden County,241758,MO
cape-girardeau-county-mo,Cape Girardeau County,171283,MO
carroll-county-mo,Carroll County,88084,MO
carter-county-mo,Carter County,183031,MO
cass-county-mo,Cass County,233756,MO
cedar-county-mo,Cedar County,122850,MO
chariton-county-mo,Chariton County,112099,MO
christian-county-mo,Christian County,222846,MO
clark-county-mo,Clark County,131550,MO
clay-county-mo,Clay County,230265,MO
clinton-county-mo,Clinton County,174311,MO
cole-county-mo,Cole County,177697,MO
cooper-county-mo,Cooper County,149308,MO
crawford-county-mo,Crawford County,133422,MO
dade-county-mo,Dade County,100593,MO
dallas-county-mo,Dallas County,135183,MO
daviess-county-mo,Daviess County,141822,MO
dekalb-county-mo,DeKalb County,164670,MO
dent-county-mo,Dent County,115665,MO
douglas-county-mo,Douglas County,117578,MO
dunklin-county-mo,Dunklin County,75549,MO
franklin-county-mo,Franklin County,189847,MO
gasconade-county-mo,Gasconade County,141421,MO
gentry-county-mo,Gentry County,99047,MO
greene-county-mo,Greene County,173427,MO
grundy-county-mo,Grundy County,75725,MO
harrison-county-mo,Harrison County,92082,MO
henry-county-mo,Henry County,108932,MO
hickory-county-mo,Hickory County,110437,MO
holt-county-mo,Holt County,183031,MO
howard-county-mo,Howard County,139627,MO
howell-county-mo,Howell County,131698,MO
iron-county-mo,Iron County,91359,MO
jackson-county-mo,Jackson County,183320,MO
jasper-county-mo,Jasper County,143226,MO
jefferson-county-mo,Jefferson County,194928,MO
johnson-county-mo,Johnson County,192067,MO
knox-county-mo,Knox County,183031,MO
laclede-county-mo,Laclede County,138068,MO
lafayette-county-mo,Lafayette County,156952,MO
lawrence-county-mo,Lawrence County,125746,MO
lewis-county-mo,Lewis County,116497,MO
lincoln-county-mo,Lincoln County,213346,MO
linn-county-mo,Linn County,69385,MO
livingston-county-mo,Livingston County,119816,MO
mcdonald-county-mo,McDonald County,117930,MO
macon-county-mo,Macon County,124459,MO
madison-county-mo,Madison County,103156,MO
maries-county-mo,Maries County,165662,MO
marion-county-mo,Marion County,124459,MO
mercer-county-mo,Mercer County,71570,MO
miller-county-mo,Miller County,145068,MO
mississippi-county-mo,Mississippi County,82319,MO
moniteau-county-mo,Moniteau County,146596,MO
monroe-county-mo,Monroe County,131394,MO
montgomery-county-mo,Montgomery County,105785,MO
morgan-county-mo,Morgan County,183031,MO
new-madrid-county-mo,New Madrid County,82066,MO
newton-county-mo,Newton County,138928,MO
nodaway-county-mo,Nodaway County,149731,MO
oregon-county-mo,Oregon County,113230,MO
osage-county-mo,Osage County,179927,MO
ozark-county-mo,Ozark County,152700,MO
pemiscot-county-mo,Pemiscot County,78468,MO
perry-county-mo,Perry County,158117,MO
pettis-county-mo,Pettis County,108779,MO
phelps-county-mo,Phelps County,148062,MO
pike-county-mo,Pike County,114998,MO
platte-county-mo,Platte County,275158,MO
polk-county-mo,Polk County,147450,MO
pulaski-county-mo,Pulaski County,158083,MO
putnam-county-mo,Putnam County,92094,MO
ralls-county-mo,Ralls County,141495,MO
randolph-county-mo,Randolph County,101332,MO
ray-county-mo,Ray County,149632,MO
reynolds-county-mo,Reynolds County,120451,MO
ripley-county-mo,Ripley County,111868,MO
st.-charles-county-mo,St. Charles County,265483,MO
st.-clair-county-mo,St. Clair County,114997,MO
ste.-genevieve-county-mo,Ste. Genevieve County,134318,MO
st.-francois-county-mo,St. Francois County,123925,MO
st.-louis-county-mo,St. Louis County,217981,MO
saline-county-mo,Saline County,119146,MO
schuyler-county-mo,Schuyler County,124841,MO
scotland-county-mo,Scotland County,183031,MO
scott-county-mo,Scott County,111280,MO
shannon-county-mo,Shannon County,113049,MO
shelby-county-mo,Shelby County,90571,MO
stoddard-county-mo,Stoddard County,98140,MO
stone-county-mo,Stone County,191556,MO
sullivan-county-mo,Sullivan County,48064,MO
taney-county-mo,Taney County,166631,MO
texas-county-mo,Texas County,129905,MO
vernon-county-mo,Vernon County,107983,MO
warren-county-mo,Warren County,198676,MO
washington-county-mo,Washington County,105879,MO
wayne-county-mo,Wayne County,183031,MO
webster-county-mo,Webster County,165712,MO
worth-county-mo,Worth County,183031,MO
wright-county-mo,Wright County,125931,MO
st.-louis-city-mo,St. Louis city,146706,MO
adams-county-ms,Adams County,95467,MS
alcorn-county-ms,Alcorn County,105163,MS
amite-county-ms,Amite County,170119,MS
attala-county-ms,Attala County,81377,MS
benton-county-ms,Benton County,88143,MS
bolivar-county-ms,Bolivar County,135743,MS
calhoun-county-ms,Calhoun County,135743,MS
carroll-county-ms,Carroll County,80680,MS
chickasaw-county-ms,Chickasaw County,82678,MS
choctaw-county-ms,Choctaw County,77223,MS
claiborne-county-ms,Claiborne County,132921,MS
clarke-county-ms,Clarke County,100126,MS
clay-county-ms,Clay County,111296,MS
coahoma-county-ms,Coahoma County,66260,MS
copiah-county-ms,Copiah County,81380,MS
covington-county-ms,Covington County,114112,MS
desoto-county-ms,DeSoto County,216788,MS
forrest-county-ms,Forrest County,126350,MS
franklin-county-ms,Franklin County,129247,MS
george-county-ms,George County,131078,MS
greene-county-ms,Greene County,124259,MS
grenada-county-ms,Grenada County,95428,MS
hancock-county-ms,Hancock County,152572,MS
harrison-county-ms,Harrison County,154706,MS
hinds-county-ms,Hinds County,97540,MS
holmes-county-ms,Holmes County,46896,MS
humphreys-county-ms,Humphreys County,127707,MS
issaquena-county-ms,Issaquena County,135743,MS
itawamba-county-ms,Itawamba County,103737,MS
jackson-county-ms,Jackson County,148090,MS
jasper-county-ms,Jasper County,88845,MS
jefferson-county-ms,Jefferson County,135743,MS
jefferson-davis-county-ms,Jefferson Davis County,78405,MS
jones-county-ms,Jones County,109653,MS
kemper-county-ms,Kemper County,100126,MS
lafayette-county-ms,Lafayette County,198360,MS
lamar-county-ms,Lamar County,187427,MS
lauderdale-county-ms,Lauderdale County,99733,MS
lawrence-county-ms,Lawrence County,100651,MS
leake-county-ms,Leake County,118151,MS
lee-county-ms,Lee County,134883,MS
leflore-county-ms,Leflore County,60758,MS
lincoln-county-ms,Lincoln County,125899,MS
lowndes-county-ms,Lowndes County,125457,MS
madison-county-ms,Madison County,244196,MS
marion-county-ms,Marion County,100848,MS
marshall-county-ms,Marshall County,115727,MS
monroe-county-ms,Monroe County,99203,MS
montgomery-county-ms,Montgomery County,135743,MS
neshoba-county-ms,Neshoba County,108140,MS
newton-county-ms,Newton County,98950,MS
noxubee-county-ms,Noxubee County,135743,MS
oktibbeha-county-ms,Oktibbeha County,179827,MS
panola-county-ms,Panola County,114430,MS
pearl-river-county-ms,Pearl River County,148118,MS
perry-county-ms,Perry County,102419,MS
pike-county-ms,Pike County,108162,MS
pontotoc-county-ms,Pontotoc County,118665,MS
prentiss-county-ms,Prentiss County,95838,MS
quitman-county-ms,Quitman County,135743,MS
rankin-county-ms,Rankin County,195275,MS
scott-county-ms,Scott County,80966,MS
sharkey-county-ms,Sharkey County,135743,MS
simpson-county-ms,Simpson County,104755,MS
smith-county-ms,Smith County,97260,MS
stone-county-ms,Stone County,121906,MS
sunflower-county-ms,Sunflower County,69079,MS
tallahatchie-county-ms,Tallahatchie County,135743,MS
tate-county-ms,Tate County,144389,MS
tippah-county-ms,Tippah County,91763,MS
tishomingo-county-ms,Tishomingo County,95299,MS
tunica-county-ms,Tunica County,95910,MS
union-county-ms,Union County,118524,MS
walthall-county-ms,Walthall County,116052,MS
warren-county-ms,Warren County,133108,MS
washington-county-ms,Washington County,135743,MS
wayne-county-ms,Wayne County,115669,MS
webster-county-ms,Webster County,134158,MS
wilkinson-county-ms,Wilkinson County,135743,MS
winston-county-ms,Winston County,103248,MS
yalobusha-county-ms,Yalobusha County,90550,MS
yazoo-county-ms,Yazoo County,70874,MS
beaverhead-county-mt,Beaverhead County,247065,MT
big-horn-county-mt,Big Horn County,328826,MT
blaine-county-mt,Blaine County,328826,MT
broadwater-county-mt,Broadwater County,297879,MT
carbon-county-mt,Carbon County,341719,MT
carter-county-mt,Carter County,328826,MT
cascade-county-mt,Cascade County,218618,MT
chouteau-county-mt,Chouteau County,177672,MT
custer-county-mt,Custer County,191397,MT
daniels-county-mt,Daniels County,328826,MT
dawson-county-mt,Dawson County,173650,MT
deer-lodge-county-mt,Deer Lodge County,143072,MT
fallon-county-mt,Fallon County,328826,MT
fergus-county-mt,Fergus County,228594,MT
flathead-county-mt,Flathead County,413070,MT
gallatin-county-mt,Gallatin County,528241,MT
garfield-county-mt,Garfield County,328826,MT
glacier-county-mt,Glacier County,111316,MT
golden-valley-county-mt,Golden Valley County,291399,MT
granite-county-mt,Granite County,267347,MT
hill-county-mt,Hill County,200637,MT
jefferson-county-mt,Jefferson County,343810,MT
judith-basin-county-mt,Judith Basin County,196229,MT
lake-county-mt,Lake County,358235,MT
lewis-and-clark-county-mt,Lewis and Clark County,325931,MT
liberty-county-mt,Liberty County,328826,MT
lincoln-county-mt,Lincoln County,254834,MT
mccone-county-mt,McCone County,328826,MT
madison-county-mt,Madison County,436449,MT
meagher-county-mt,Meagher County,219937,MT
mineral-county-mt,Mineral County,223538,MT
missoula-county-mt,Missoula County,406314,MT
musselshell-county-mt,Musselshell County,328826,MT
park-county-mt,Park County,399241,MT
petroleum-county-mt,Petroleum County,328826,MT
phillips-county-mt,Phillips County,328826,MT
pondera-county-mt,Pondera County,150387,MT
powder-river-county-mt,Powder River County,328826,MT
powell-county-mt,Powell County,193349,MT
prairie-county-mt,Prairie County,328826,MT
ravalli-county-mt,Ravalli County,391846,MT
richland-county-mt,Richland County,349936,MT
roosevelt-county-mt,Roosevelt County,328826,MT
rosebud-county-mt,Rosebud County,328826,MT
sanders-county-mt,Sanders County,259274,MT
sheridan-county-mt,Sheridan County,328826,MT
silver-bow-county-mt,Silver Bow County,157885,MT
stillwater-county-mt,Stillwater County,318171,MT
sweet-grass-county-mt,Sweet Grass County,301772,MT
teton-county-mt,Teton County,213875,MT
toole-county-mt,Toole County,99400,MT
treasure-county-mt,Treasure County,328826,MT
valley-county-mt,Valley County,191129,MT
wheatland-county-mt,Wheatland County,328826,MT
wibaux-county-mt,Wibaux County,328826,MT
yellowstone-county-mt,Yellowstone County,287995,MT
alamance-county-nc,Alamance County,182233,NC
alexander-county-nc,Alexander County,166853,NC
alleghany-county-nc,Alleghany County,178220,NC
anson-county-nc,Anson County,84471,NC
ashe-county-nc,Ashe County,203467,NC
avery-county-nc,Avery County,163424,NC
beaufort-county-nc,Beaufort County,149697,NC
bertie-county-nc,Bertie County,87389,NC
bladen-county-nc,Bladen County,98130,NC
brunswick-county-nc,Brunswick County,280581,NC
buncombe-county-nc,Buncombe County,339216,NC
burke-county-nc,Burke County,168290,NC
cabarrus-county-nc,Cabarrus County,268451,NC
caldwell-county-nc,Caldwell County,142420,NC
camden-county-nc,Camden County,253564,NC
carteret-county-nc,Carteret County,304127,NC
caswell-county-nc,Caswell County,118528,NC
catawba-county-nc,Catawba County,191186,NC
chatham-county-nc,Chatham County,355706,NC
cherokee-county-nc,Cherokee County,173122,NC
chowan-county-nc,Chowan County,149920,NC
clay-county-nc,Clay County,200858,NC
cleveland-county-nc,Cleveland County,135318,NC
columbus-county-nc,Columbus County,100588,NC
craven-county-nc,Craven County,175916,NC
cumberland-county-nc,Cumberland County,145810,NC
currituck-county-nc,Currituck County,354992,NC
dare-county-nc,Dare County,355098,NC
davidson-county-nc,Davidson County,174359,NC
davie-county-nc,Davie County,207579,NC
duplin-county-nc,Duplin County,97815,NC
durham-county-nc,Durham County,284463,NC
edgecombe-county-nc,Edgecombe County,61908,NC
forsyth-county-nc,Forsyth County,187736,NC
franklin-county-nc,Franklin County,214865,NC
gaston-county-nc,Gaston County,204166,NC
gates-county-nc,Gates County,137710,NC
graham-county-nc,Graham County,152294,NC
granville-county-nc,Granville County,208108,NC
greene-county-nc,Greene County,110587,NC
guilford-county-nc,Guilford County,192846,NC
halifax-county-nc,Halifax County,72850,NC
harnett-county-nc,Harnett County,194076,NC
haywood-county-nc,Haywood County,236801,NC
henderson-county-nc,Henderson County,299012,NC
hertford-county-nc,Hertford County,132109,NC
hoke-county-nc,Hoke County,174012,NC
hyde-county-nc,Hyde County,132412,NC
iredell-county-nc,Iredell County,255514,NC
jackson-county-nc,Jackson County,275203,NC
johnston-county-nc,Johnston County,233041,NC
jones-county-nc,Jones County,91453,NC
lee-county-nc,Lee County,156103,NC
lenoir-county-nc,Lenoir County,97427,NC
lincoln-county-nc,Lincoln County,260945,NC
mcdowell-county-nc,McDowell County,160790,NC
macon-county-nc,Macon County,234319,NC
madison-county-nc,Madison County,227405,NC
martin-county-nc,Martin County,82791,NC
mecklenburg-county-nc,Mecklenburg County,301038,NC
mitchell-county-nc,Mitchell County,152184,NC
montgomery-county-nc,Montgomery County,130280,NC
moore-county-nc,Moore County,269405,NC
nash-county-nc,Nash County,154501,NC
new-hanover-county-nc,New Hanover County,284486,NC
northampton-county-nc,Northampton County,77956,NC
onslow-county-nc,Onslow County,179046,NC
orange-county-nc,Orange County,354617,NC
pamlico-county-nc,Pamlico County,190735,NC
pasquotank-county-nc,Pasquotank County,168500,NC
pender-county-nc,Pender County,283193,NC
perquimans-county-nc,Perquimans County,163901,NC
person-county-nc,Person County,162187,NC
pitt-county-nc,Pitt County,158609,NC
polk-county-nc,Polk County,236740,NC
randolph-county-nc,Randolph County,164585,NC
richmond-county-nc,Richmond County,78028,NC
robeson-county-nc,Robeson County,83908,NC
rockingham-county-nc,Rockingham County,124144,NC
rowan-county-nc,Rowan County,173545,NC
rutherford-county-nc,Rutherford County,136639,NC
sampson-county-nc,Sampson County,123497,NC
scotland-county-nc,Scotland County,80015,NC
stanly-county-nc,Stanly County,164390,NC
stokes-county-nc,Stokes County,165224,NC
surry-county-nc,Surry County,139340,NC
swain-county-nc,Swain County,187266,NC
transylvania-county-nc,Transylvania County,265290,NC
tyrrell-county-nc,Tyrrell County,93988,NC
union-county-nc,Union County,312498,NC
vance-county-nc,Vance County,91927,NC
wake-county-nc,Wake County,343821,NC
warren-county-nc,Warren County,155397,NC
washington-county-nc,Washington County,66372,NC
watauga-county-nc,Watauga County,320086,NC
wayne-county-nc,Wayne County,145681,NC
wilkes-county-nc,Wilkes County,147686,NC
wilson-county-nc,Wilson County,130630,NC
yadkin-county-nc,Yadkin County,140835,NC
yancey-county-nc,Yancey County,199185,NC
adams-county-nd,Adams County,127837,ND
barnes-county-nd,Barnes County,122779,ND
benson-county-nd,Benson County,85346,ND
billings-county-nd,Billings County,240841,ND
bottineau-county-nd,Bottineau County,240841,ND
bowman-county-nd,Bowman County,240841,ND
burke-county-nd,Burke County,240841,ND
burleigh-county-nd,Burleigh County,290867,ND
cass-county-nd,Cass County,245779,ND
cavalier-county-nd,Cavalier County,240841,ND
dickey-county-nd,Dickey County,102486,ND
divide-county-nd,Divide County,240841,ND
dunn-county-nd,Dunn County,240841,ND
eddy-county-nd,Eddy County,240841,ND
emmons-county-nd,Emmons County,74732,ND
foster-county-nd,Foster County,240841,ND
golden-valley-county-nd,Golden Valley County,240841,ND
grand-forks-county-nd,Grand Forks County,216146,ND
grant-county-nd,Grant County,240841,ND
griggs-county-nd,Griggs County,240841,ND
hettinger-county-nd,Hettinger County,240841,ND
kidder-county-nd,Kidder County,240841,ND
lamoure-county-nd,LaMoure County,240841,ND
logan-county-nd,Logan County,240841,ND
mchenry-county-nd,McHenry County,153544,ND
mcintosh-county-nd,McIntosh County,240841,ND
mckenzie-county-nd,McKenzie County,264993,ND
mclean-county-nd,McLean County,179696,ND
mercer-county-nd,Mercer County,161015,ND
morton-county-nd,Morton County,236799,ND
mountrail-county-nd,Mountrail County,194625,ND
nelson-county-nd,Nelson County,240841,ND
oliver-county-nd,Oliver County,286016,ND
pembina-county-nd,Pembina County,89307,ND
pierce-county-nd,Pierce County,240841,ND
ramsey-county-nd,Ramsey County,171121,ND
ransom-county-nd,Ransom County,240841,ND
renville-county-nd,Renville County,193862,ND
richland-county-nd,Richland County,136114,ND
rolette-county-nd,Rolette County,89026,ND
sargent-county-nd,Sargent County,240841,ND
sheridan-county-nd,Sheridan County,240841,ND
sioux-county-nd,Sioux County,286016,ND
slope-county-nd,Slope County,240841,ND
stark-county-nd,Stark County,265561,ND
steele-county-nd,Steele County,240841,ND
stutsman-county-nd,Stutsman County,173385,ND
towner-county-nd,Towner County,240841,ND
traill-county-nd,Traill County,131672,ND
walsh-county-nd,Walsh County,93779,ND
ward-county-nd,Ward County,203541,ND
wells-county-nd,Wells County,240841,ND
williams-county-nd,Williams County,259445,ND
adams-county-ne,Adams County,138775,NE
antelope-county-ne,Antelope County,119626,NE
arthur-county-ne,Arthur County,195635,NE
banner-county-ne,Banner County,144578,NE
blaine-county-ne,Blaine County,195635,NE
boone-county-ne,Boone County,160602,NE
box-butte-county-ne,Box Butte County,104777,NE
boyd-county-ne,Boyd County,195635,NE
brown-county-ne,Brown County,86163,NE
buffalo-county-ne,Buffalo County,220430,NE
burt-county-ne,Burt County,112932,NE
butler-county-ne,Butler County,143176,NE
cass-county-ne,Cass County,210695,NE
cedar-county-ne,Cedar County,139691,NE
chase-county-ne,Chase County,195635,NE
cherry-county-ne,Cherry County,195635,NE
cheyenne-county-ne,Cheyenne County,107141,NE
clay-county-ne,Clay County,101713,NE
colfax-county-ne,Colfax County,129634,NE
cuming-county-ne,Cuming County,162393,NE
custer-county-ne,Custer County,95723,NE
dakota-county-ne,Dakota County,159818,NE
dawes-county-ne,Dawes County,127766,NE
dawson-county-ne,Dawson County,124965,NE
deuel-county-ne,Deuel County,195635,NE
dixon-county-ne,Dixon County,122488,NE
dodge-county-ne,Dodge County,152871,NE
douglas-county-ne,Douglas County,221134,NE
dundy-county-ne,Dundy County,195635,NE
fillmore-county-ne,Fillmore County,101104,NE
franklin-county-ne,Franklin County,195635,NE
frontier-county-ne,Frontier County,78187,NE
furnas-county-ne,Furnas County,195635,NE
gage-county-ne,Gage County,111344,NE
garden-county-ne,Garden County,195635,NE
garfield-county-ne,Garfield County,195635,NE
gosper-county-ne,Gosper County,124965,NE
grant-county-ne,Grant County,195635,NE
greeley-county-ne,Greeley County,195635,NE
hall-county-ne,Hall County,172076,NE
hamilton-county-ne,Hamilton County,189624,NE
harlan-county-ne,Harlan County,195635,NE
hayes-county-ne,Hayes County,195635,NE
hitchcock-county-ne,Hitchcock County,195635,NE
holt-county-ne,Holt County,144736,NE
hooker-county-ne,Hooker County,195635,NE
howard-county-ne,Howard County,188207,NE
jefferson-county-ne,Jefferson County,79115,NE
johnson-county-ne,Johnson County,124410,NE
kearney-county-ne,Kearney County,165410,NE
keith-county-ne,Keith County,145112,NE
keya-paha-county-ne,Keya Paha County,195635,NE
kimball-county-ne,Kimball County,195635,NE
knox-county-ne,Knox County,99016,NE
lancaster-county-ne,Lancaster County,225212,NE
lincoln-county-ne,Lincoln County,151295,NE
logan-county-ne,Logan County,151295,NE
loup-county-ne,Loup County,195635,NE
mcpherson-county-ne,McPherson County,151295,NE
madison-county-ne,Madison County,165770,NE
merrick-county-ne,Merrick County,139173,NE
morrill-county-ne,Morrill County,110837,NE
nance-county-ne,Nance County,117998,NE
nemaha-county-ne,Nemaha County,90017,NE
nuckolls-county-ne,Nuckolls County,62412,NE
otoe-county-ne,Otoe County,156621,NE
pawnee-county-ne,Pawnee County,77165,NE
perkins-county-ne,Perkins County,195635,NE
phelps-county-ne,Phelps County,148112,NE
pierce-county-ne,Pierce County,165085,NE
platte-county-ne,Platte County,189611,NE
polk-county-ne,Polk County,137576,NE
red-willow-county-ne,Red Willow County,115356,NE
richardson-county-ne,Richardson County,69374,NE
rock-county-ne,Rock County,195635,NE
saline-county-ne,Saline County,128281,NE
sarpy-county-ne,Sarpy County,255323,NE
saunders-county-ne,Saunders County,203506,NE
scotts-bluff-county-ne,Scotts Bluff County,144578,NE
seward-county-ne,Seward County,198225,NE
sheridan-county-ne,Sheridan County,195635,NE
sherman-county-ne,Sherman County,195635,NE
sioux-county-ne,Sioux County,144578,NE
stanton-county-ne,Stanton County,165724,NE
thayer-county-ne,Thayer County,195635,NE
thomas-county-ne,Thomas County,195635,NE
thurston-county-ne,Thurston County,91306,NE
valley-county-ne,Valley County,195635,NE
washington-county-ne,Washington County,226897,NE
wayne-county-ne,Wayne County,161926,NE
webster-county-ne,Webster County,82805,NE
wheeler-county-ne,Wheeler County,195635,NE
york-county-ne,York County,137582,NE
belknap-county-nh,Belknap County,312570,NH
carroll-county-nh,Carroll County,330016,NH
cheshire-county-nh,Cheshire County,239611,NH
coos-county-nh,Coos County,137679,NH
grafton-county-nh,Grafton County,253240,NH
hillsborough-county-nh,Hillsborough County,354473,NH
merrimack-county-nh,Merrimack County,309882,NH
rockingham-county-nh,Rockingham County,426811,NH
strafford-county-nh,Strafford County,313551,NH
sullivan-county-nh,Sullivan County,218730,NH
atlantic-county-nj,Atlantic County,230175,NJ
bergen-county-nj,Bergen County,542588,NJ
burlington-county-nj,Burlington County,267177,NJ
camden-county-nj,Camden County,216860,NJ
cape-may-county-nj,Cape May County,462350,NJ
cumberland-county-nj,Cumberland County,165651,NJ
essex-county-nj,Essex County,468367,NJ
gloucester-county-nj,Gloucester County,237587,NJ
hudson-county-nj,Hudson County,514892,NJ
hunterdon-county-nj,Hunterdon County,427996,NJ
mercer-county-nj,Mercer County,280229,NJ
middlesex-county-nj,Middlesex County,379689,NJ
monmouth-county-nj,Monmouth County,507152,NJ
morris-county-nj,Morris County,486484,NJ
ocean-county-nj,Ocean County,335481,NJ
passaic-county-nj,Passaic County,399669,NJ
salem-county-nj,Salem County,161378,NJ
somerset-county-nj,Somerset County,456723,NJ
sussex-county-nj,Sussex County,292409,NJ
union-county-nj,Union County,437621,NJ
warren-county-nj,Warren County,279599,NJ
bernalillo-county-nm,Bernalillo County,246455,NM
catron-county-nm,Catron County,232164,NM
chaves-county-nm,Chaves County,113832,NM
cibola-county-nm,Cibola County,96391,NM
colfax-county-nm,Colfax County,149206,NM
curry-county-nm,Curry County,165104,NM
de-baca-county-nm,De Baca County,232164,NM
do̱a-ana-county-nm,Do̱a Ana County,232164,NM
eddy-county-nm,Eddy County,232164,NM
grant-county-nm,Grant County,160541,NM
guadalupe-county-nm,Guadalupe County,127286,NM
harding-county-nm,Harding County,232164,NM
hidalgo-county-nm,Hidalgo County,232164,NM
lea-county-nm,Lea County,185193,NM
lincoln-county-nm,Lincoln County,245726,NM
los-alamos-county-nm,Los Alamos County,327519,NM
luna-county-nm,Luna County,118372,NM
mckinley-county-nm,McKinley County,175989,NM
mora-county-nm,Mora County,232164,NM
otero-county-nm,Otero County,142566,NM
quay-county-nm,Quay County,83443,NM
rio-arriba-county-nm,Rio Arriba County,180150,NM
roosevelt-county-nm,Roosevelt County,106469,NM
sandoval-county-nm,Sandoval County,252597,NM
san-juan-county-nm,San Juan County,151897,NM
san-miguel-county-nm,San Miguel County,166858,NM
santa-fe-county-nm,Santa Fe County,416545,NM
sierra-county-nm,Sierra County,121633,NM
socorro-county-nm,Socorro County,133954,NM
taos-county-nm,Taos County,314244,NM
torrance-county-nm,Torrance County,123852,NM
union-county-nm,Union County,57226,NM
valencia-county-nm,Valencia County,180023,NM
churchill-county-nv,Churchill County,260322,NV
clark-county-nv,Clark County,320222,NV
douglas-county-nv,Douglas County,525366,NV
elko-county-nv,Elko County,279934,NV
esmeralda-county-nv,Esmeralda County,338426,NV
eureka-county-nv,Eureka County,164725,NV
humboldt-county-nv,Humboldt County,251446,NV
lander-county-nv,Lander County,202901,NV
