cnty,name,price,state
wright-county-ia,Wright County,83049,IA
ada-county-id,Ada County,450299,ID
adams-county-id,Adams County,301342,ID
bannock-county-id,Bannock County,233340,ID
bear-lake-county-id,Bear Lake County,240708,ID
benewah-county-id,Benewah County,198169,ID
bingham-county-id,Bingham County,243520,ID
blaine-county-id,Blaine County,625915,ID
boise-county-id,Boise County,292625,ID
bonner-county-id,Bonner County,396907,ID
bonneville-county-id,Bonneville County,279804,ID
boundary-county-id,Boundary County,264604,ID
butte-county-id,Butte County,284063,ID
camas-county-id,Camas County,149046,ID
canyon-county-id,Canyon County,325126,ID
caribou-county-id,Caribou County,208621,ID
cassia-county-id,Cassia County,217647,ID
clark-county-id,Clark County,359546,ID
clearwater-county-id,Clearwater County,208661,ID
custer-county-id,Custer County,230512,ID
elmore-county-id,Elmore County,219325,ID
franklin-county-id,Franklin County,271757,ID
fremont-county-id,Fremont County,290561,ID
gem-county-id,Gem County,282957,ID
gooding-county-id,Gooding County,200673,ID
idaho-county-id,Idaho County,241340,ID
jefferson-county-id,Jefferson County,312452,ID
jerome-county-id,Jerome County,260044,ID
kootenai-county-id,Kootenai County,438210,ID
latah-county-id,Latah County,337822,ID
lemhi-county-id,Lemhi County,265662,ID
lewis-county-id,Lewis County,168117,ID
lincoln-county-id,Lincoln County,171645,ID
madison-county-id,Madison County,298882,ID
minidoka-county-id,Minidoka County,196041,ID
nez-perce-county-id,Nez Perce County,278209,ID
oneida-county-id,Oneida County,220986,ID
owyhee-county-id,Owyhee County,243334,ID
payette-county-id,Payette County,242332,ID
power-county-id,Power County,213916,ID
shoshone-county-id,Shoshone County,149211,ID
teton-county-id,Teton County,424013,ID
twin-falls-county-id,Twin Falls County,260115,ID
valley-county-id,Valley County,412681,ID
washington-county-id,Washington County,201017,ID
adams-county-il,Adams County,129427,IL
alexander-county-il,Alexander County,164484,IL
bond-county-il,Bond County,109097,IL
boone-county-il,Boone County,174120,IL
brown-county-il,Brown County,223455,IL
bureau-county-il,Bureau County,95357,IL
calhoun-county-il,Calhoun County,109619,IL
carroll-county-il,Carroll County,106532,IL
cass-county-il,Cass County,80926,IL
champaign-county-il,Champaign County,155285,IL
christian-county-il,Christian County,85346,IL
clark-county-il,Clark County,94645,IL
clay-county-il,Clay County,70022,IL
clinton-county-il,Clinton County,148307,IL
coles-county-il,Coles County,87278,IL
cook-county-il,Cook County,273625,IL
crawford-county-il,Crawford County,85614,IL
cumberland-county-il,Cumberland County,90450,IL
dekalb-county-il,DeKalb County,187857,IL
de-witt-county-il,De Witt County,77390,IL
douglas-county-il,Douglas County,107517,IL
dupage-county-il,DuPage County,318688,IL
edgar-county-il,Edgar County,64736,IL
edwards-county-il,Edwards County,58546,IL
effingham-county-il,Effingham County,145506,IL
fayette-county-il,Fayette County,82716,IL
ford-county-il,Ford County,92852,IL
franklin-county-il,Franklin County,67491,IL
fulton-county-il,Fulton County,75747,IL
gallatin-county-il,Gallatin County,75076,IL
greene-county-il,Greene County,70641,IL
grundy-county-il,Grundy County,206527,IL
hamilton-county-il,Hamilton County,79237,IL
hancock-county-il,Hancock County,86857,IL
hardin-county-il,Hardin County,223455,IL
henderson-county-il,Henderson County,75170,IL
henry-county-il,Henry County,117585,IL
iroquois-county-il,Iroquois County,89009,IL
jackson-county-il,Jackson County,117575,IL
jasper-county-il,Jasper County,76580,IL
jefferson-county-il,Jefferson County,96409,IL
jersey-county-il,Jersey County,118878,IL
jo-daviess-county-il,Jo Daviess County,170153,IL
johnson-county-il,Johnson County,99657,IL
kane-county-il,Kane County,256258,IL
kankakee-county-il,Kankakee County,159723,IL
kendall-county-il,Kendall County,253096,IL
knox-county-il,Knox County,80292,IL
lake-county-il,Lake County,266770,IL
lasalle-county-il,LaSalle County,123691,IL
lawrence-county-il,Lawrence County,55574,IL
lee-county-il,Lee County,102175,IL
livingston-county-il,Livingston County,102756,IL
logan-county-il,Logan County,99267,IL
mcdonough-county-il,McDonough County,78340,IL
mchenry-county-il,McHenry County,239064,IL
mclean-county-il,McLean County,166716,IL
macon-county-il,Macon County,94378,IL
macoupin-county-il,Macoupin County,89655,IL
madison-county-il,Madison County,138150,IL
marion-county-il,Marion County,223455,IL
marshall-county-il,Marshall County,94879,IL
mason-county-il,Mason County,62426,IL
massac-county-il,Massac County,78888,IL
menard-county-il,Menard County,159426,IL
mercer-county-il,Mercer County,101665,IL
monroe-county-il,Monroe County,206106,IL
montgomery-county-il,Montgomery County,73046,IL
morgan-county-il,Morgan County,100031,IL
moultrie-county-il,Moultrie County,109026,IL
ogle-county-il,Ogle County,137650,IL
peoria-county-il,Peoria County,105636,IL
perry-county-il,Perry County,72642,IL
piatt-county-il,Piatt County,150572,IL
pike-county-il,Pike County,75348,IL
pope-county-il,Pope County,128171,IL
pulaski-county-il,Pulaski County,223455,IL
putnam-county-il,Putnam County,115500,IL
randolph-county-il,Randolph County,89247,IL
richland-county-il,Richland County,91720,IL
rock-island-county-il,Rock Island County,114760,IL
st.-clair-county-il,St. Clair County,122697,IL
saline-county-il,Saline County,71228,IL
sangamon-county-il,Sangamon County,141041,IL
schuyler-county-il,Schuyler County,100586,IL
scott-county-il,Scott County,92936,IL
shelby-county-il,Shelby County,104712,IL
stark-county-il,Stark County,74313,IL
stephenson-county-il,Stephenson County,94536,IL
tazewell-county-il,Tazewell County,129761,IL
union-county-il,Union County,97231,IL
vermilion-county-il,Vermilion County,70120,IL
wabash-county-il,Wabash County,96897,IL
warren-county-il,Warren County,85153,IL
washington-county-il,Washington County,120456,IL
wayne-county-il,Wayne County,85072,IL
white-county-il,White County,77390,IL
whiteside-county-il,Whiteside County,108500,IL
will-county-il,Will County,246311,IL
williamson-county-il,Williamson County,102813,IL
winnebago-county-il,Winnebago County,126595,IL
woodford-county-il,Woodford County,172524,IL
adams-county-in,Adams County,156611,IN
allen-county-in,Allen County,169438,IN
bartholomew-county-in,Bartholomew County,189146,IN
benton-county-in,Benton County,103336,IN
blackford-county-in,Blackford County,78417,IN
boone-county-in,Boone County,284907,IN
brown-county-in,Brown County,214601,IN
carroll-county-in,Carroll County,145264,IN
cass-county-in,Cass County,93204,IN
clark-county-in,Clark County,185167,IN
clay-county-in,Clay County,111357,IN
clinton-county-in,Clinton County,122746,IN
crawford-county-in,Crawford County,103409,IN
daviess-county-in,Daviess County,146793,IN
dearborn-county-in,Dearborn County,208129,IN
decatur-county-in,Decatur County,164327,IN
dekalb-county-in,DeKalb County,161901,IN
delaware-county-in,Delaware County,103812,IN
dubois-county-in,Dubois County,177569,IN
elkhart-county-in,Elkhart County,184581,IN
fayette-county-in,Fayette County,87086,IN
floyd-county-in,Floyd County,207668,IN
fountain-county-in,Fountain County,105400,IN
franklin-county-in,Franklin County,195377,IN
fulton-county-in,Fulton County,120471,IN
gibson-county-in,Gibson County,129959,IN
grant-county-in,Grant County,90763,IN
greene-county-in,Greene County,117741,IN
hamilton-county-in,Hamilton County,324276,IN
hancock-county-in,Hancock County,224459,IN
harrison-county-in,Harrison County,170540,IN
hendricks-county-in,Hendricks County,241754,IN
henry-county-in,Henry County,103709,IN
howard-county-in,Howard County,127644,IN
huntington-county-in,Huntington County,125986,IN
jackson-county-in,Jackson County,151518,IN
jasper-county-in,Jasper County,189260,IN
jay-county-in,Jay County,91288,IN
jefferson-county-in,Jefferson County,140733,IN
jennings-county-in,Jennings County,132751,IN
johnson-county-in,Johnson County,219701,IN
knox-county-in,Knox County,94947,IN
kosciusko-county-in,Kosciusko County,198586,IN
lagrange-county-in,LaGrange County,222698,IN
lake-county-in,Lake County,178682,IN
laporte-county-in,LaPorte County,170397,IN
lawrence-county-in,Lawrence County,122353,IN
madison-county-in,Madison County,125132,IN
marion-county-in,Marion County,174977,IN
marshall-county-in,Marshall County,165552,IN
martin-county-in,Martin County,112150,IN
miami-county-in,Miami County,92749,IN
monroe-county-in,Monroe County,240096,IN
montgomery-county-in,Montgomery County,140057,IN
morgan-county-in,Morgan County,204289,IN
newton-county-in,Newton County,139941,IN
noble-county-in,Noble County,151099,IN
ohio-county-in,Ohio County,177632,IN
orange-county-in,Orange County,109336,IN
owen-county-in,Owen County,140027,IN
parke-county-in,Parke County,121856,IN
perry-county-in,Perry County,122651,IN
pike-county-in,Pike County,106880,IN
porter-county-in,Porter County,239942,IN
posey-county-in,Posey County,166865,IN
pulaski-county-in,Pulaski County,109741,IN
putnam-county-in,Putnam County,163289,IN
randolph-county-in,Randolph County,93726,IN
ripley-county-in,Ripley County,182526,IN
rush-county-in,Rush County,125149,IN
st.-joseph-county-in,St. Joseph County,153853,IN
scott-county-in,Scott County,121546,IN
shelby-county-in,Shelby County,149058,IN
spencer-county-in,Spencer County,149566,IN
starke-county-in,Starke County,125167,IN
steuben-county-in,Steuben County,188987,IN
sullivan-county-in,Sullivan County,96604,IN
switzerland-county-in,Switzerland County,142998,IN
tippecanoe-county-in,Tippecanoe County,199150,IN
tipton-county-in,Tipton County,143224,IN
union-county-in,Union County,140854,IN
vanderburgh-county-in,Vanderburgh County,147943,IN
vermillion-county-in,Vermillion County,79723,IN
vigo-county-in,Vigo County,105522,IN
wabash-county-in,Wabash County,120161,IN
warren-county-in,Warren County,145060,IN
warrick-county-in,Warrick County,201261,IN
washington-county-in,Washington County,135379,IN
wayne-county-in,Wayne County,107455,IN
wells-county-in,Wells County,155136,IN
white-county-in,White County,145032,IN
whitley-county-in,Whitley County,177875,IN
allen-county-ks,Allen County,73235,KS
anderson-county-ks,Anderson County,104975,KS
atchison-county-ks,Atchison County,97382,KS
barber-county-ks,Barber County,169388,KS
barton-county-ks,Barton County,82456,KS
bourbon-county-ks,Bourbon County,72721,KS
brown-county-ks,Brown County,93647,KS
butler-county-ks,Butler County,169441,KS
chase-county-ks,Chase County,112392,KS
chautauqua-county-ks,Chautauqua County,169388,KS
cherokee-county-ks,Cherokee County,73132,KS
cheyenne-county-ks,Cheyenne County,169388,KS
clark-county-ks,Clark County,169388,KS
clay-county-ks,Clay County,99273,KS
cloud-county-ks,Cloud County,78245,KS
coffey-county-ks,Coffey County,111881,KS
comanche-county-ks,Comanche County,169388,KS
cowley-county-ks,Cowley County,85582,KS
crawford-county-ks,Crawford County,86471,KS
decatur-county-ks,Decatur County,169388,KS
dickinson-county-ks,Dickinson County,116112,KS
doniphan-county-ks,Doniphan County,97961,KS
douglas-county-ks,Douglas County,229994,KS
edwards-county-ks,Edwards County,169388,KS
elk-county-ks,Elk County,169388,KS
ellis-county-ks,Ellis County,180825,KS
ellsworth-county-ks,Ellsworth County,92266,KS
finney-county-ks,Finney County,180673,KS
ford-county-ks,Ford County,118410,KS
franklin-county-ks,Franklin County,147840,KS
geary-county-ks,Geary County,152754,KS
gove-county-ks,Gove County,169388,KS
graham-county-ks,Graham County,169388,KS
grant-county-ks,Grant County,119324,KS
gray-county-ks,Gray County,154074,KS
greeley-county-ks,Greeley County,169388,KS
greenwood-county-ks,Greenwood County,63655,KS
hamilton-county-ks,Hamilton County,169388,KS
harper-county-ks,Harper County,58055,KS
harvey-county-ks,Harvey County,134181,KS
haskell-county-ks,Haskell County,169388,KS
hodgeman-county-ks,Hodgeman County,169388,KS
jackson-county-ks,Jackson County,143537,KS
jefferson-county-ks,Jefferson County,173893,KS
jewell-county-ks,Jewell County,169388,KS
johnson-county-ks,Johnson County,334361,KS
kearny-county-ks,Kearny County,144686,KS
kingman-county-ks,Kingman County,93347,KS
kiowa-county-ks,Kiowa County,169388,KS
labette-county-ks,Labette County,56194,KS
lane-county-ks,Lane County,169388,KS
leavenworth-county-ks,Leavenworth County,237595,KS
lincoln-county-ks,Lincoln County,169388,KS
linn-county-ks,Linn County,124470,KS
logan-county-ks,Logan County,169388,KS
lyon-county-ks,Lyon County,114517,KS
mcpherson-county-ks,McPherson County,165535,KS
marion-county-ks,Marion County,87287,KS
marshall-county-ks,Marshall County,106816,KS
meade-county-ks,Meade County,169388,KS
miami-county-ks,Miami County,234190,KS
mitchell-county-ks,Mitchell County,169388,KS
montgomery-county-ks,Montgomery County,60842,KS
morris-county-ks,Morris County,102932,KS
morton-county-ks,Morton County,169388,KS
nemaha-county-ks,Nemaha County,169388,KS
neosho-county-ks,Neosho County,67820,KS
ness-county-ks,Ness County,169388,KS
norton-county-ks,Norton County,169388,KS
osage-county-ks,Osage County,120743,KS
osborne-county-ks,Osborne County,169388,KS
ottawa-county-ks,Ottawa County,116871,KS
pawnee-county-ks,Pawnee County,73064,KS
phillips-county-ks,Phillips County,169388,KS
pottawatomie-county-ks,Pottawatomie County,220557,KS
pratt-county-ks,Pratt County,81176,KS
rawlins-county-ks,Rawlins County,169388,KS
reno-county-ks,Reno County,106317,KS
republic-county-ks,Republic County,64877,KS
rice-county-ks,Rice County,66948,KS
riley-county-ks,Riley County,201398,KS
rooks-county-ks,Rooks County,169388,KS
rush-county-ks,Rush County,67841,KS
russell-county-ks,Russell County,87509,KS
saline-county-ks,Saline County,137899,KS
scott-county-ks,Scott County,169388,KS
sedgwick-county-ks,Sedgwick County,164889,KS
seward-county-ks,Seward County,122787,KS
shawnee-county-ks,Shawnee County,140659,KS
sheridan-county-ks,Sheridan County,169388,KS
sherman-county-ks,Sherman County,169388,KS
smith-county-ks,Smith County,59622,KS
stafford-county-ks,Stafford County,64789,KS
stanton-county-ks,Stanton County,169388,KS
stevens-county-ks,Stevens County,120227,KS
sumner-county-ks,Sumner County,92450,KS
thomas-county-ks,Thomas County,123417,KS
trego-county-ks,Trego County,169388,KS
wabaunsee-county-ks,Wabaunsee County,161877,KS
wallace-county-ks,Wallace County,169388,KS
washington-county-ks,Washington County,169388,KS
wichita-county-ks,Wichita County,169388,KS
wilson-county-ks,Wilson County,70700,KS
woodson-county-ks,Woodson County,61698,KS
wyandotte-county-ks,Wyandotte County,144170,KS
adair-county-ky,Adair County,102508,KY
allen-county-ky,Allen County,101188,KY
anderson-county-ky,Anderson County,159492,KY
ballard-county-ky,Ballard County,88062,KY
barren-county-ky,Barren County,132030,KY
bath-county-ky,Bath County,90129,KY
bell-county-ky,Bell County,57369,KY
boone-county-ky,Boone County,238577,KY
bourbon-county-ky,Bourbon County,148877,KY
boyd-county-ky,Boyd County,93223,KY
boyle-county-ky,Boyle County,139874,KY
bracken-county-ky,Bracken County,99082,KY
breathitt-county-ky,Breathitt County,162358,KY
breckinridge-county-ky,Breckinridge County,111699,KY
bullitt-county-ky,Bullitt County,216475,KY
butler-county-ky,Butler County,105488,KY
caldwell-county-ky,Caldwell County,74166,KY
calloway-county-ky,Calloway County,135130,KY
campbell-county-ky,Campbell County,207625,KY
carlisle-county-ky,Carlisle County,82754,KY
carroll-county-ky,Carroll County,93180,KY
carter-county-ky,Carter County,75171,KY
casey-county-ky,Casey County,94446,KY
christian-county-ky,Christian County,112624,KY
clark-county-ky,Clark County,156289,KY
clay-county-ky,Clay County,54441,KY
clinton-county-ky,Clinton County,82817,KY
crittenden-county-ky,Crittenden County,85961,KY
cumberland-county-ky,Cumberland County,82699,KY
daviess-county-ky,Daviess County,148230,KY
edmonson-county-ky,Edmonson County,107476,KY
elliott-county-ky,Elliott County,162358,KY
estill-county-ky,Estill County,70679,KY
fayette-county-ky,Fayette County,228095,KY
fleming-county-ky,Fleming County,97180,KY
floyd-county-ky,Floyd County,59704,KY
franklin-county-ky,Franklin County,161368,KY
fulton-county-ky,Fulton County,44065,KY
gallatin-county-ky,Gallatin County,123810,KY
garrard-county-ky,Garrard County,161693,KY
grant-county-ky,Grant County,157474,KY
graves-county-ky,Graves County,98491,KY
grayson-county-ky,Grayson County,115955,KY
green-county-ky,Green County,83210,KY
greenup-county-ky,Greenup County,90630,KY
hancock-county-ky,Hancock County,107631,KY
hardin-county-ky,Hardin County,175270,KY
harlan-county-ky,Harlan County,42786,KY
harrison-county-ky,Harrison County,126326,KY
hart-county-ky,Hart County,106558,KY
henderson-county-ky,Henderson County,126174,KY
henry-county-ky,Henry County,144551,KY
hickman-county-ky,Hickman County,73851,KY
hopkins-county-ky,Hopkins County,93062,KY
jackson-county-ky,Jackson County,72931,KY
jefferson-county-ky,Jefferson County,198849,KY
jessamine-county-ky,Jessamine County,192469,KY
johnson-county-ky,Johnson County,83909,KY
kenton-county-ky,Kenton County,194039,KY
knott-county-ky,Knott County,57916,KY
knox-county-ky,Knox County,86025,KY
larue-county-ky,Larue County,129240,KY
laurel-county-ky,Laurel County,124250,KY
lawrence-county-ky,Lawrence County,129884,KY
lee-county-ky,Lee County,62179,KY
leslie-county-ky,Leslie County,40890,KY
letcher-county-ky,Letcher County,37637,KY
lewis-county-ky,Lewis County,61073,KY
lincoln-county-ky,Lincoln County,109490,KY
livingston-county-ky,Livingston County,87843,KY
logan-county-ky,Logan County,112596,KY
lyon-county-ky,Lyon County,146792,KY
mccracken-county-ky,McCracken County,131656,KY
mccreary-county-ky,McCreary County,56499,KY
mclean-county-ky,McLean County,91006,KY
madison-county-ky,Madison County,197077,KY
magoffin-county-ky,Magoffin County,162358,KY
marion-county-ky,Marion County,120560,KY
marshall-county-ky,Marshall County,145489,KY
martin-county-ky,Martin County,162358,KY
mason-county-ky,Mason County,96223,KY
meade-county-ky,Meade County,186642,KY
menifee-county-ky,Menifee County,69924,KY
mercer-county-ky,Mercer County,142914,KY
metcalfe-county-ky,Metcalfe County,87801,KY
monroe-county-ky,Monroe County,72049,KY
montgomery-county-ky,Montgomery County,129704,KY
morgan-county-ky,Morgan County,79651,KY
muhlenberg-county-ky,Muhlenberg County,84197,KY
nelson-county-ky,Nelson County,182395,KY
nicholas-county-ky,Nicholas County,97867,KY
ohio-county-ky,Ohio County,103751,KY
oldham-county-ky,Oldham County,328194,KY
owen-county-ky,Owen County,137338,KY
owsley-county-ky,Owsley County,162358,KY
pendleton-county-ky,Pendleton County,123394,KY
perry-county-ky,Perry County,71313,KY
pike-county-ky,Pike County,58264,KY
powell-county-ky,Powell County,84888,KY
pulaski-county-ky,Pulaski County,148682,KY
robertson-county-ky,Robertson County,102484,KY
rockcastle-county-ky,Rockcastle County,74160,KY
rowan-county-ky,Rowan County,122693,KY
russell-county-ky,Russell County,96808,KY
scott-county-ky,Scott County,221046,KY
shelby-county-ky,Shelby County,231130,KY
simpson-county-ky,Simpson County,139553,KY
spencer-county-ky,Spencer County,228472,KY
taylor-county-ky,Taylor County,109403,KY
todd-county-ky,Todd County,97704,KY
trigg-county-ky,Trigg County,142392,KY
trimble-county-ky,Trimble County,145674,KY
union-county-ky,Union County,78429,KY
warren-county-ky,Warren County,186949,KY
washington-county-ky,Washington County,130835,KY
wayne-county-ky,Wayne County,86240,KY
webster-county-ky,Webster County,58039,KY
whitley-county-ky,Whitley County,87151,KY
wolfe-county-ky,Wolfe County,162358,KY
woodford-county-ky,Woodford County,215282,KY
acadia-parish-la,Acadia Parish,124732,LA
allen-parish-la,Allen Parish,70778,LA
ascension-parish-la,Ascension Parish,238287,LA
assumption-parish-la,Assumption Parish,144018,LA
avoyelles-parish-la,Avoyelles Parish,109490,LA
beauregard-parish-la,Beauregard Parish,118735,LA
bienville-parish-la,Bienville Parish,56249,LA
bossier-parish-la,Bossier Parish,179799,LA
caddo-parish-la,Caddo Parish,118137,LA
calcasieu-parish-la,Calcasieu Parish,172941,LA
caldwell-parish-la,Caldwell Parish,84966,LA
cameron-parish-la,Cameron Parish,155915,LA
catahoula-parish-la,Catahoula Parish,180661,LA
claiborne-parish-la,Claiborne Parish,114425,LA
concordia-parish-la,Concordia Parish,138618,LA
de-soto-parish-la,De Soto Parish,182148,LA
east-baton-rouge-parish-la,East Baton Rouge Parish,191242,LA
east-carroll-parish-la,East Carroll Parish,47061,LA
east-feliciana-parish-la,East Feliciana Parish,171838,LA
evangeline-parish-la,Evangeline Parish,86076,LA
franklin-parish-la,Franklin Parish,97037,LA
grant-parish-la,Grant Parish,142299,LA
iberia-parish-la,Iberia Parish,111666,LA
iberville-parish-la,Iberville Parish,161119,LA
jackson-parish-la,Jackson Parish,101875,LA
jefferson-parish-la,Jefferson Parish,229323,LA
jefferson-davis-parish-la,Jefferson Davis Parish,121683,LA
lafayette-parish-la,Lafayette Parish,187375,LA
lafourche-parish-la,Lafourche Parish,145989,LA
la-salle-parish-la,La Salle Parish,86656,LA
lincoln-parish-la,Lincoln Parish,158202,LA
livingston-parish-la,Livingston Parish,191435,LA
madison-parish-la,Madison Parish,180661,LA
morehouse-parish-la,Morehouse Parish,55462,LA
natchitoches-parish-la,Natchitoches Parish,175407,LA
orleans-parish-la,Orleans Parish,241402,LA
ouachita-parish-la,Ouachita Parish,147352,LA
plaquemines-parish-la,Plaquemines Parish,294788,LA
pointe-coupee-parish-la,Pointe Coupee Parish,183886,LA
rapides-parish-la,Rapides Parish,128639,LA
red-river-parish-la,Red River Parish,101289,LA
richland-parish-la,Richland Parish,100180,LA
sabine-parish-la,Sabine Parish,114421,LA
st.-bernard-parish-la,St. Bernard Parish,143367,LA
st.-charles-parish-la,St. Charles Parish,204323,LA
st.-helena-parish-la,St. Helena Parish,115012,LA
st.-james-parish-la,St. James Parish,135218,LA
st.-john-the-baptist-parish-la,St. John the Baptist Parish,151576,LA
st.-landry-parish-la,St. Landry Parish,124578,LA
st.-martin-parish-la,St. Martin Parish,115624,LA
st.-mary-parish-la,St. Mary Parish,121493,LA
st.-tammany-parish-la,St. Tammany Parish,243992,LA
tangipahoa-parish-la,Tangipahoa Parish,164818,LA
tensas-parish-la,Tensas Parish,126049,LA
terrebonne-parish-la,Terrebonne Parish,178555,LA
union-parish-la,Union Parish,107042,LA
vermilion-parish-la,Vermilion Parish,152434,LA
vernon-parish-la,Vernon Parish,144996,LA
washington-parish-la,Washington Parish,108877,LA
webster-parish-la,Webster Parish,122981,LA
west-baton-rouge-parish-la,West Baton Rouge Parish,190609,LA
west-carroll-parish-la,West Carroll Parish,80338,LA
west-feliciana-parish-la,West Feliciana Parish,272531,LA
winn-parish-la,Winn Parish,106402,LA
barnstable-county-ma,Barnstable County,507315,MA
berkshire-county-ma,Berkshire County,263594,MA
bristol-county-ma,Bristol County,394441,MA
dukes-county-ma,Dukes County,909126,MA
essex-county-ma,Essex County,529446,MA
franklin-county-ma,Franklin County,252613,MA
hampden-county-ma,Hampden County,248957,MA
hampshire-county-ma,Hampshire County,315196,MA
middlesex-county-ma,Middlesex County,620276,MA
nantucket-county-ma,Nantucket County,1757140,MA
norfolk-county-ma,Norfolk County,581089,MA
plymouth-county-ma,Plymouth County,460331,MA
suffolk-county-ma,Suffolk County,631213,MA
worcester-county-ma,Worcester County,349683,MA
allegany-county-md,Allegany County,94601,MD
anne-arundel-county-md,Anne Arundel County,395850,MD
baltimore-county-md,Baltimore County,285332,MD
calvert-county-md,Calvert County,383005,MD
caroline-county-md,Caroline County,202283,MD
carroll-county-md,Carroll County,379817,MD
cecil-county-md,Cecil County,275231,MD
charles-county-md,Charles County,358030,MD
dorchester-county-md,Dorchester County,159625,MD
frederick-county-md,Frederick County,377766,MD
garrett-county-md,Garrett County,201375,MD
harford-county-md,Harford County,327820,MD
howard-county-md,Howard County,492200,MD
kent-county-md,Kent County,245454,MD
montgomery-county-md,Montgomery County,531471,MD
prince-george's-county-md,Prince George's County,361441,MD
queen-anne's-county-md,Queen Anne's County,374495,MD
st.-mary's-county-md,St. Mary's County,326027,MD
somerset-county-md,Somerset County,117253,MD
talbot-county-md,Talbot County,344672,MD
washington-county-md,Washington County,230947,MD
wicomico-county-md,Wicomico County,179267,MD
worcester-county-md,Worcester County,299394,MD
baltimore-city-md,Baltimore city,168210,MD
androscoggin-county-me,Androscoggin County,214422,ME
aroostook-county-me,Aroostook County,110757,ME
cumberland-county-me,Cumberland County,386678,ME
franklin-county-me,Franklin County,163182,ME
hancock-county-me,Hancock County,266694,ME
kennebec-county-me,Kennebec County,209239,ME
knox-county-me,Knox County,265327,ME
lincoln-county-me,Lincoln County,261984,ME
oxford-county-me,Oxford County,192607,ME
penobscot-county-me,Penobscot County,181237,ME
piscataquis-county-me,Piscataquis County,128933,ME
sagadahoc-county-me,Sagadahoc County,262806,ME
somerset-county-me,Somerset County,139480,ME
waldo-county-me,Waldo County,213619,ME
washington-county-me,Washington County,127550,ME
york-county-me,York County,357038,ME
alcona-county-mi,Alcona County,124836,MI
alger-county-mi,Alger County,131098,MI
allegan-county-mi,Allegan County,234683,MI
alpena-county-mi,Alpena County,108026,MI
antrim-county-mi,Antrim County,199619,MI
arenac-county-mi,Arenac County,94279,MI
baraga-county-mi,Baraga County,118880,MI
barry-county-mi,Barry County,215862,MI
bay-county-mi,Bay County,141057,MI
benzie-county-mi,Benzie County,218790,MI
berrien-county-mi,Berrien County,200671,MI
branch-county-mi,Branch County,129942,MI
calhoun-county-mi,Calhoun County,137962,MI
cass-county-mi,Cass County,165334,MI
charlevoix-county-mi,Charlevoix County,207850,MI
cheboygan-county-mi,Cheboygan County,156414,MI
chippewa-county-mi,Chippewa County,123106,MI
clare-county-mi,Clare County,91910,MI
clinton-county-mi,Clinton County,231882,MI
crawford-county-mi,Crawford County,107508,MI
delta-county-mi,Delta County,103334,MI
dickinson-county-mi,Dickinson County,104999,MI
eaton-county-mi,Eaton County,190952,MI
emmet-county-mi,Emmet County,247938,MI
genesee-county-mi,Genesee County,147371,MI
gladwin-county-mi,Gladwin County,126093,MI
gogebic-county-mi,Gogebic County,70081,MI
grand-traverse-county-mi,Grand Traverse County,285938,MI
gratiot-county-mi,Gratiot County,98545,MI
hillsdale-county-mi,Hillsdale County,147473,MI
houghton-county-mi,Houghton County,124857,MI
huron-county-mi,Huron County,111884,MI
ingham-county-mi,Ingham County,161721,MI
ionia-county-mi,Ionia County,163005,MI
iosco-county-mi,Iosco County,99586,MI
iron-county-mi,Iron County,96176,MI
isabella-county-mi,Isabella County,149911,MI
jackson-county-mi,Jackson County,168727,MI
kalamazoo-county-mi,Kalamazoo County,195940,MI
kalkaska-county-mi,Kalkaska County,134474,MI
kent-county-mi,Kent County,248359,MI
keweenaw-county-mi,Keweenaw County,145758,MI
lake-county-mi,Lake County,92105,MI
lapeer-county-mi,Lapeer County,205747,MI
leelanau-county-mi,Leelanau County,366511,MI
lenawee-county-mi,Lenawee County,169144,MI
livingston-county-mi,Livingston County,312814,MI
luce-county-mi,Luce County,88223,MI
mackinac-county-mi,Mackinac County,119778,MI
macomb-county-mi,Macomb County,209539,MI
manistee-county-mi,Manistee County,143581,MI
marquette-county-mi,Marquette County,172242,MI
mason-county-mi,Mason County,158947,MI
mecosta-county-mi,Mecosta County,140524,MI
menominee-county-mi,Menominee County,98868,MI
midland-county-mi,Midland County,158599,MI
missaukee-county-mi,Missaukee County,123028,MI
monroe-county-mi,Monroe County,196702,MI
montcalm-county-mi,Montcalm County,162147,MI
montmorency-county-mi,Montmorency County,100925,MI
muskegon-county-mi,Muskegon County,166936,MI
newaygo-county-mi,Newaygo County,142732,MI
oakland-county-mi,Oakland County,286803,MI
oceana-county-mi,Oceana County,149832,MI
ogemaw-county-mi,Ogemaw County,109027,MI
ontonagon-county-mi,Ontonagon County,74690,MI
osceola-county-mi,Osceola County,103805,MI
oscoda-county-mi,Oscoda County,82602,MI
otsego-county-mi,Otsego County,153400,MI
ottawa-county-mi,Ottawa County,267209,MI
presque-isle-county-mi,Presque Isle County,112540,MI
roscommon-county-mi,Roscommon County,112267,MI
saginaw-county-mi,Saginaw County,110939,MI
st.-clair-county-mi,St. Clair County,193089,MI
st.-joseph-county-mi,St. Joseph County,147437,MI
sanilac-county-mi,Sanilac County,119658,MI
schoolcraft-county-mi,Schoolcraft County,116906,MI
shiawassee-county-mi,Shiawassee County,140368,MI
tuscola-county-mi,Tuscola County,106438,MI
van-buren-county-mi,Van Buren County,197810,MI
washtenaw-county-mi,Washtenaw County,325173,MI
wayne-county-mi,Wayne County,129992,MI
wexford-county-mi,Wexford County,126659,MI
