cnty,state,name,age
butler-county-ia,IA,Butler County,79.54
calhoun-county-ia,IA,Calhoun County,78.725
carroll-county-ia,IA,Carroll County,80.13333333333334
cass-county-ia,IA,Cass County,77.62
cedar-county-ia,IA,Cedar County,82.17999999999999
cerro-gordo-county-ia,IA,Cerro Gordo County,80.41000000000001
cherokee-county-ia,IA,Cherokee County,80.05000000000001
chickasaw-county-ia,IA,Chickasaw County,81.275
clarke-county-ia,IA,Clarke County,78.03333333333333
clay-county-ia,IA,Clay County,80.05000000000001
clayton-county-ia,IA,Clayton County,79.69999999999999
clinton-county-ia,IA,Clinton County,77.90833333333333
crawford-county-ia,IA,Crawford County,78.38
dallas-county-ia,IA,Dallas County,81.52666666666664
davis-county-ia,IA,Davis County,80.5
decatur-county-ia,IA,Decatur County,78.73333333333333
delaware-county-ia,IA,Delaware County,78.69999999999999
des-moines-county-ia,IA,Des Moines County,78.48181818181818
dickinson-county-ia,IA,Dickinson County,79.94
dubuque-county-ia,IA,Dubuque County,79.00769230769232
emmet-county-ia,IA,Emmet County,77.8
fayette-county-ia,IA,Fayette County,78.41428571428571
floyd-county-ia,IA,Floyd County,79.7
franklin-county-ia,IA,Franklin County,81.30000000000001
fremont-county-ia,IA,Fremont County,77.5
greene-county-ia,IA,Greene County,78.425
grundy-county-ia,IA,Grundy County,80.725
guthrie-county-ia,IA,Guthrie County,80.43333333333332
hamilton-county-ia,IA,Hamilton County,80.2
hancock-county-ia,IA,Hancock County,79.625
hardin-county-ia,IA,Hardin County,80.03333333333332
harrison-county-ia,IA,Harrison County,77.16
henry-county-ia,IA,Henry County,79.75999999999999
howard-county-ia,IA,Howard County,78.56666666666668
humboldt-county-ia,IA,Humboldt County,81.15
ida-county-ia,IA,Ida County,79.3
iowa-county-ia,IA,Iowa County,79.85
jackson-county-ia,IA,Jackson County,78.68333333333334
jasper-county-ia,IA,Jasper County,79.04444444444445
jefferson-county-ia,IA,Jefferson County,80.3
johnson-county-ia,IA,Johnson County,82.14210526315792
jones-county-ia,IA,Jones County,80.84
keokuk-county-ia,IA,Keokuk County,79.775
kossuth-county-ia,IA,Kossuth County,79.75
lee-county-ia,IA,Lee County,76.92727272727271
linn-county-ia,IA,Linn County,79.32954545454548
louisa-county-ia,IA,Louisa County,80.7
lucas-county-ia,IA,Lucas County,77.30000000000001
lyon-county-ia,IA,Lyon County,81.06666666666666
madison-county-ia,IA,Madison County,80.2
mahaska-county-ia,IA,Mahaska County,78.22857142857143
marion-county-ia,IA,Marion County,78.675
marshall-county-ia,IA,Marshall County,79.03999999999999
mills-county-ia,IA,Mills County,76.275
mitchell-county-ia,IA,Mitchell County,81.10000000000001
monona-county-ia,IA,Monona County,75.6
monroe-county-ia,IA,Monroe County,76.46666666666667
montgomery-county-ia,IA,Montgomery County,77.925
muscatine-county-ia,IA,Muscatine County,80.15
o'brien-county-ia,IA,O'Brien County,78.7
osceola-county-ia,IA,Osceola County,82.1
page-county-ia,IA,Page County,78.88333333333334
palo-alto-county-ia,IA,Palo Alto County,78.4
plymouth-county-ia,IA,Plymouth County,80.75
pocahontas-county-ia,IA,Pocahontas County,77.60000000000001
polk-county-ia,IA,Polk County,78.43260869565216
pottawattamie-county-ia,IA,Pottawattamie County,78.57333333333331
poweshiek-county-ia,IA,Poweshiek County,79.03999999999999
ringgold-county-ia,IA,Ringgold County,75.69999999999999
sac-county-ia,IA,Sac County,79.65
scott-county-ia,IA,Scott County,78.36808510638298
shelby-county-ia,IA,Shelby County,79.05000000000001
sioux-county-ia,IA,Sioux County,82.17142857142858
story-county-ia,IA,Story County,81.0923076923077
tama-county-ia,IA,Tama County,79.66666666666667
taylor-county-ia,IA,Taylor County,78.83333333333333
union-county-ia,IA,Union County,77.975
van-buren-county-ia,IA,Van Buren County,79.1
wapello-county-ia,IA,Wapello County,77.30909090909091
warren-county-ia,IA,Warren County,79.71666666666665
washington-county-ia,IA,Washington County,79.9
wayne-county-ia,IA,Wayne County,78.60000000000001
webster-county-ia,IA,Webster County,76.50833333333333
winnebago-county-ia,IA,Winnebago County,80.63333333333334
winneshiek-county-ia,IA,Winneshiek County,82.03999999999999
woodbury-county-ia,IA,Woodbury County,77.46799999999999
worth-county-ia,IA,Worth County,78.8
wright-county-ia,IA,Wright County,79.14
ada-county-id,ID,Ada County,79.91525423728814
adams-county-id,ID,Adams County,79.0
bannock-county-id,ID,Bannock County,76.92777777777776
bear-lake-county-id,ID,Bear Lake County,81.0
benewah-county-id,ID,Benewah County,75.6
bingham-county-id,ID,Bingham County,78.77499999999999
blaine-county-id,ID,Blaine County,82.15
boise-county-id,ID,Boise County,81.6
bonner-county-id,ID,Bonner County,78.9
bonneville-county-id,ID,Bonneville County,78.79523809523809
boundary-county-id,ID,Boundary County,80.65
butte-county-id,ID,Butte County,78.3
camas-county-id,ID,Camas County,78.7
canyon-county-id,ID,Canyon County,78.08620689655174
caribou-county-id,ID,Caribou County,77.94999999999999
cassia-county-id,ID,Cassia County,78.66666666666667
clearwater-county-id,ID,Clearwater County,76.85
custer-county-id,ID,Custer County,87.7
elmore-county-id,ID,Elmore County,77.875
franklin-county-id,ID,Franklin County,80.6
fremont-county-id,ID,Fremont County,79.1
gem-county-id,ID,Gem County,77.46666666666667
gooding-county-id,ID,Gooding County,78.0
idaho-county-id,ID,Idaho County,79.825
jefferson-county-id,ID,Jefferson County,80.725
jerome-county-id,ID,Jerome County,78.46
kootenai-county-id,ID,Kootenai County,79.4
latah-county-id,ID,Latah County,80.3
lemhi-county-id,ID,Lemhi County,79.13333333333333
lewis-county-id,ID,Lewis County,81.85
lincoln-county-id,ID,Lincoln County,79.1
madison-county-id,ID,Madison County,79.16666666666666
minidoka-county-id,ID,Minidoka County,79.32
nez-perce-county-id,ID,Nez Perce County,78.23333333333333
oneida-county-id,ID,Oneida County,81.1
owyhee-county-id,ID,Owyhee County,80.76666666666667
payette-county-id,ID,Payette County,79.0
power-county-id,ID,Power County,79.9
shoshone-county-id,ID,Shoshone County,80.96666666666665
teton-county-id,ID,Teton County,85.4
twin-falls-county-id,ID,Twin Falls County,77.35384615384615
valley-county-id,ID,Valley County,81.5
washington-county-id,ID,Washington County,78.53333333333333
adams-county-il,IL,Adams County,77.45555555555556
alexander-county-il,IL,Alexander County,74.475
bond-county-il,IL,Bond County,77.675
boone-county-il,IL,Boone County,78.34285714285716
brown-county-il,IL,Brown County,75.65
bureau-county-il,IL,Bureau County,80.57777777777778
calhoun-county-il,IL,Calhoun County,82.15
carroll-county-il,IL,Carroll County,78.25000000000001
cass-county-il,IL,Cass County,76.8
champaign-county-il,IL,Champaign County,80.00000000000003
christian-county-il,IL,Christian County,76.43
clark-county-il,IL,Clark County,76.575
clay-county-il,IL,Clay County,76.125
clinton-county-il,IL,Clinton County,79.83749999999999
coles-county-il,IL,Coles County,77.21000000000001
cook-county-il,IL,Cook County,77.82824999999995
crawford-county-il,IL,Crawford County,77.0
cumberland-county-il,IL,Cumberland County,78.26666666666667
de-witt-county-il,IL,De Witt County,78.02000000000001
dekalb-county-il,IL,DeKalb County,80.22631578947369
douglas-county-il,IL,Douglas County,79.25999999999999
dupage-county-il,IL,DuPage County,81.28994974874374
edgar-county-il,IL,Edgar County,76.76
edwards-county-il,IL,Edwards County,78.7
effingham-county-il,IL,Effingham County,77.6375
fayette-county-il,IL,Fayette County,79.15
ford-county-il,IL,Ford County,77.72500000000001
franklin-county-il,IL,Franklin County,75.3
fulton-county-il,IL,Fulton County,77.75454545454546
gallatin-county-il,IL,Gallatin County,73.69999999999999
greene-county-il,IL,Greene County,76.92
grundy-county-il,IL,Grundy County,78.39999999999999
hamilton-county-il,IL,Hamilton County,77.46666666666667
hancock-county-il,IL,Hancock County,81.54285714285713
hardin-county-il,IL,Hardin County,78.0
henderson-county-il,IL,Henderson County,80.46666666666667
henry-county-il,IL,Henry County,78.75384615384615
iroquois-county-il,IL,Iroquois County,77.76666666666667
jackson-county-il,IL,Jackson County,76.45
jasper-county-il,IL,Jasper County,78.63333333333334
jefferson-county-il,IL,Jefferson County,75.98181818181818
jersey-county-il,IL,Jersey County,77.08333333333333
jo-daviess-county-il,IL,Jo Daviess County,80.1
johnson-county-il,IL,Johnson County,77.43333333333334
kane-county-il,IL,Kane County,80.26124999999996
kankakee-county-il,IL,Kankakee County,77.4896551724138
kendall-county-il,IL,Kendall County,79.89999999999999
knox-county-il,IL,Knox County,76.27333333333331
lasalle-county-il,IL,LaSalle County,77.35357142857143
lake-county-il,IL,Lake County,80.17972027972027
lawrence-county-il,IL,Lawrence County,72.38
lee-county-il,IL,Lee County,78.0
livingston-county-il,IL,Livingston County,77.33
logan-county-il,IL,Logan County,77.175
macon-county-il,IL,Macon County,76.38235294117646
macoupin-county-il,IL,Macoupin County,77.41666666666667
madison-county-il,IL,Madison County,76.435
marion-county-il,IL,Marion County,75.62500000000001
marshall-county-il,IL,Marshall County,76.72
mason-county-il,IL,Mason County,75.94999999999999
massac-county-il,IL,Massac County,74.775
mcdonough-county-il,IL,McDonough County,78.55555555555557
mchenry-county-il,IL,McHenry County,79.54901960784312
mclean-county-il,IL,McLean County,78.5939393939394
menard-county-il,IL,Menard County,78.93333333333334
mercer-county-il,IL,Mercer County,78.975
monroe-county-il,IL,Monroe County,79.96666666666665
montgomery-county-il,IL,Montgomery County,76.03750000000001
morgan-county-il,IL,Morgan County,77.64
moultrie-county-il,IL,Moultrie County,77.64999999999999
ogle-county-il,IL,Ogle County,79.36363636363636
peoria-county-il,IL,Peoria County,76.68333333333334
perry-county-il,IL,Perry County,77.28333333333333
piatt-county-il,IL,Piatt County,79.57499999999999
pike-county-il,IL,Pike County,79.28
pope-county-il,IL,Pope County,78.5
pulaski-county-il,IL,Pulaski County,75.2
putnam-county-il,IL,Putnam County,81.80000000000001
randolph-county-il,IL,Randolph County,78.22222222222223
richland-county-il,IL,Richland County,77.84
rock-island-county-il,IL,Rock Island County,78.02051282051282
saline-county-il,IL,Saline County,74.14444444444445
sangamon-county-il,IL,Sangamon County,76.94901960784314
schuyler-county-il,IL,Schuyler County,79.03333333333335
scott-county-il,IL,Scott County,79.69999999999999
shelby-county-il,IL,Shelby County,80.18333333333334
st.-clair-county-il,IL,St. Clair County,75.85357142857141
stark-county-il,IL,Stark County,80.65
stephenson-county-il,IL,Stephenson County,79.8846153846154
tazewell-county-il,IL,Tazewell County,78.68333333333334
union-county-il,IL,Union County,76.74
vermilion-county-il,IL,Vermilion County,75.10833333333335
wabash-county-il,IL,Wabash County,78.725
warren-county-il,IL,Warren County,79.2
washington-county-il,IL,Washington County,78.725
wayne-county-il,IL,Wayne County,78.66
white-county-il,IL,White County,75.06
whiteside-county-il,IL,Whiteside County,78.13333333333334
will-county-il,IL,Will County,78.50214285714287
williamson-county-il,IL,Williamson County,76.51333333333334
winnebago-county-il,IL,Winnebago County,76.30666666666662
woodford-county-il,IL,Woodford County,79.43333333333334
adams-county-in,IN,Adams County,80.10000000000001
allen-county-in,IN,Allen County,77.3279569892473
bartholomew-county-in,IN,Bartholomew County,78.27142857142856
benton-county-in,IN,Benton County,77.56666666666666
blackford-county-in,IN,Blackford County,75.625
boone-county-in,IN,Boone County,79.08000000000001
brown-county-in,IN,Brown County,77.85
carroll-county-in,IN,Carroll County,79.78333333333333
cass-county-in,IN,Cass County,78.28181818181818
clark-county-in,IN,Clark County,75.32692307692308
clay-county-in,IN,Clay County,78.21666666666665
clinton-county-in,IN,Clinton County,77.5375
crawford-county-in,IN,Crawford County,76.5
daviess-county-in,IN,Daviess County,76.97142857142856
dekalb-county-in,IN,DeKalb County,77.97777777777777
dearborn-county-in,IN,Dearborn County,78.52000000000001
decatur-county-in,IN,Decatur County,79.31666666666668
delaware-county-in,IN,Delaware County,75.45833333333334
dubois-county-in,IN,Dubois County,78.98571428571428
elkhart-county-in,IN,Elkhart County,78.63714285714286
fayette-county-in,IN,Fayette County,74.82857142857142
floyd-county-in,IN,Floyd County,76.18499999999999
fountain-county-in,IN,Fountain County,77.12
franklin-county-in,IN,Franklin County,78.76
fulton-county-in,IN,Fulton County,76.8
gibson-county-in,IN,Gibson County,78.55714285714285
grant-county-in,IN,Grant County,75.1875
greene-county-in,IN,Greene County,76.53333333333335
hamilton-county-in,IN,Hamilton County,81.04999999999997
hancock-county-in,IN,Hancock County,77.76
harrison-county-in,IN,Harrison County,78.06666666666666
hendricks-county-in,IN,Hendricks County,79.58095238095238
henry-county-in,IN,Henry County,76.63846153846154
howard-county-in,IN,Howard County,75.98500000000001
huntington-county-in,IN,Huntington County,77.57777777777778
jackson-county-in,IN,Jackson County,76.04999999999998
jasper-county-in,IN,Jasper County,77.16250000000001
jay-county-in,IN,Jay County,76.47142857142858
jefferson-county-in,IN,Jefferson County,75.57142857142857
jennings-county-in,IN,Jennings County,77.66666666666667
johnson-county-in,IN,Johnson County,77.68571428571428
knox-county-in,IN,Knox County,75.64
kosciusko-county-in,IN,Kosciusko County,77.94736842105262
lagrange-county-in,IN,LaGrange County,79.2125
laporte-county-in,IN,LaPorte County,75.55357142857143
lake-county-in,IN,Lake County,75.1725663716814
lawrence-county-in,IN,Lawrence County,74.78
madison-county-in,IN,Madison County,75.23055555555554
marion-county-in,IN,Marion County,75.01435406698566
marshall-county-in,IN,Marshall County,78.94166666666666
martin-county-in,IN,Martin County,78.36666666666666
miami-county-in,IN,Miami County,76.33000000000001
monroe-county-in,IN,Monroe County,78.84347826086956
montgomery-county-in,IN,Montgomery County,78.44444444444446
morgan-county-in,IN,Morgan County,76.26923076923077
newton-county-in,IN,Newton County,76.55000000000001
noble-county-in,IN,Noble County,77.9
ohio-county-in,IN,Ohio County,78.35
orange-county-in,IN,Orange County,77.01666666666667
owen-county-in,IN,Owen County,76.94
parke-county-in,IN,Parke County,78.425
perry-county-in,IN,Perry County,75.96
pike-county-in,IN,Pike County,80.925
porter-county-in,IN,Porter County,77.66071428571429
posey-county-in,IN,Posey County,77.88571428571427
pulaski-county-in,IN,Pulaski County,77.05
putnam-county-in,IN,Putnam County,77.75714285714285
randolph-county-in,IN,Randolph County,78.4
ripley-county-in,IN,Ripley County,78.21666666666665
rush-county-in,IN,Rush County,77.74
scott-county-in,IN,Scott County,73.47999999999999
shelby-county-in,IN,Shelby County,77.64444444444445
spencer-county-in,IN,Spencer County,80.74
st.-joseph-county-in,IN,St. Joseph County,76.45714285714288
starke-county-in,IN,Starke County,73.91428571428571
steuben-county-in,IN,Steuben County,78.5625
sullivan-county-in,IN,Sullivan County,77.92
switzerland-county-in,IN,Switzerland County,75.4
tippecanoe-county-in,IN,Tippecanoe County,78.47419354838712
tipton-county-in,IN,Tipton County,77.95
union-county-in,IN,Union County,77.94999999999999
vanderburgh-county-in,IN,Vanderburgh County,75.38695652173912
vermillion-county-in,IN,Vermillion County,77.42
vigo-county-in,IN,Vigo County,74.74642857142858
wabash-county-in,IN,Wabash County,76.5625
warren-county-in,IN,Warren County,80.85
warrick-county-in,IN,Warrick County,79.33636363636364
washington-county-in,IN,Washington County,74.98333333333333
wayne-county-in,IN,Wayne County,76.08235294117647
wells-county-in,IN,Wells County,80.24285714285713
white-county-in,IN,White County,78.625
whitley-county-in,IN,Whitley County,80.62857142857142
allen-county-ks,KS,Allen County,75.96
anderson-county-ks,KS,Anderson County,79.75
atchison-county-ks,KS,Atchison County,76.95
barber-county-ks,KS,Barber County,76.35
barton-county-ks,KS,Barton County,78.4125
bourbon-county-ks,KS,Bourbon County,75.78
brown-county-ks,KS,Brown County,76.96666666666667
butler-county-ks,KS,Butler County,77.57692307692307
chase-county-ks,KS,Chase County,78.9
chautauqua-county-ks,KS,Chautauqua County,77.4
cherokee-county-ks,KS,Cherokee County,74.63333333333334
cheyenne-county-ks,KS,Cheyenne County,81.4
clark-county-ks,KS,Clark County,86.6
clay-county-ks,KS,Clay County,78.15
cloud-county-ks,KS,Cloud County,76.875
coffey-county-ks,KS,Coffey County,77.03333333333333
comanche-county-ks,KS,Comanche County,76.5
cowley-county-ks,KS,Cowley County,76.38181818181819
crawford-county-ks,KS,Crawford County,76.60909090909091
decatur-county-ks,KS,Decatur County,78.1
dickinson-county-ks,KS,Dickinson County,77.98333333333333
doniphan-county-ks,KS,Doniphan County,80.39999999999999
douglas-county-ks,KS,Douglas County,80.145
edwards-county-ks,KS,Edwards County,78.3
elk-county-ks,KS,Elk County,77.5
ellis-county-ks,KS,Ellis County,79.10000000000001
ellsworth-county-ks,KS,Ellsworth County,77.45
finney-county-ks,KS,Finney County,77.97999999999999
ford-county-ks,KS,Ford County,79.94285714285715
franklin-county-ks,KS,Franklin County,77.14
geary-county-ks,KS,Geary County,76.95714285714287
gove-county-ks,KS,Gove County,80.0
graham-county-ks,KS,Graham County,78.30000000000001
grant-county-ks,KS,Grant County,79.1
gray-county-ks,KS,Gray County,86.15
greeley-county-ks,KS,Greeley County,77.2
greenwood-county-ks,KS,Greenwood County,76.10000000000001
hamilton-county-ks,KS,Hamilton County,78.2
harper-county-ks,KS,Harper County,75.63333333333333
harvey-county-ks,KS,Harvey County,79.73333333333333
haskell-county-ks,KS,Haskell County,88.6
hodgeman-county-ks,KS,Hodgeman County,81.8
jackson-county-ks,KS,Jackson County,79.43333333333332
jefferson-county-ks,KS,Jefferson County,77.85
jewell-county-ks,KS,Jewell County,79.9
johnson-county-ks,KS,Johnson County,80.71810344827583
kearny-county-ks,KS,Kearny County,78.4
kingman-county-ks,KS,Kingman County,78.76666666666667
kiowa-county-ks,KS,Kiowa County,80.8
labette-county-ks,KS,Labette County,75.15
lane-county-ks,KS,Lane County,79.8
leavenworth-county-ks,KS,Leavenworth County,77.33571428571429
lincoln-county-ks,KS,Lincoln County,80.3
linn-county-ks,KS,Linn County,78.2
logan-county-ks,KS,Logan County,79.8
lyon-county-ks,KS,Lyon County,78.08749999999999
marion-county-ks,KS,Marion County,78.1
marshall-county-ks,KS,Marshall County,78.975
mcpherson-county-ks,KS,McPherson County,78.97142857142856
meade-county-ks,KS,Meade County,80.69999999999999
miami-county-ks,KS,Miami County,79.7
mitchell-county-ks,KS,Mitchell County,77.9
montgomery-county-ks,KS,Montgomery County,75.72307692307693
morris-county-ks,KS,Morris County,78.35
morton-county-ks,KS,Morton County,85.3
nemaha-county-ks,KS,Nemaha County,79.43333333333332
neosho-county-ks,KS,Neosho County,76.88
ness-county-ks,KS,Ness County,78.45
norton-county-ks,KS,Norton County,80.4
osage-county-ks,KS,Osage County,78.0
osborne-county-ks,KS,Osborne County,76.8
ottawa-county-ks,KS,Ottawa County,77.25
pawnee-county-ks,KS,Pawnee County,77.15
phillips-county-ks,KS,Phillips County,76.76666666666667
pottawatomie-county-ks,KS,Pottawatomie County,79.825
pratt-county-ks,KS,Pratt County,76.60000000000001
rawlins-county-ks,KS,Rawlins County,80.9
reno-county-ks,KS,Reno County,76.80588235294117
republic-county-ks,KS,Republic County,78.9
rice-county-ks,KS,Rice County,76.63333333333334
riley-county-ks,KS,Riley County,80.88888888888889
rooks-county-ks,KS,Rooks County,78.0
rush-county-ks,KS,Rush County,79.65
russell-county-ks,KS,Russell County,79.69999999999999
saline-county-ks,KS,Saline County,78.03333333333333
scott-county-ks,KS,Scott County,78.5
sedgwick-county-ks,KS,Sedgwick County,76.97768595041326
seward-county-ks,KS,Seward County,79.675
shawnee-county-ks,KS,Shawnee County,77.51162790697674
sheridan-county-ks,KS,Sheridan County,77.9
sherman-county-ks,KS,Sherman County,78.6
smith-county-ks,KS,Smith County,77.65
stafford-county-ks,KS,Stafford County,76.4
stanton-county-ks,KS,Stanton County,87.9
stevens-county-ks,KS,Stevens County,79.75
sumner-county-ks,KS,Sumner County,76.98333333333333
thomas-county-ks,KS,Thomas County,81.75
trego-county-ks,KS,Trego County,76.0
wabaunsee-county-ks,KS,Wabaunsee County,79.19999999999999
wallace-county-ks,KS,Wallace County,81.6
washington-county-ks,KS,Washington County,80.44999999999999
wichita-county-ks,KS,Wichita County,78.1
wilson-county-ks,KS,Wilson County,74.8
woodson-county-ks,KS,Woodson County,73.5
wyandotte-county-ks,KS,Wyandotte County,75.16545454545455
adair-county-ky,KY,Adair County,76.0142857142857
allen-county-ky,KY,Allen County,74.53333333333335
anderson-county-ky,KY,Anderson County,75.86000000000001
ballard-county-ky,KY,Ballard County,75.89999999999999
barren-county-ky,KY,Barren County,75.76
bath-county-ky,KY,Bath County,74.46666666666668
bell-county-ky,KY,Bell County,74.21111111111111
boone-county-ky,KY,Boone County,78.43333333333332
bourbon-county-ky,KY,Bourbon County,76.97999999999999
boyd-county-ky,KY,Boyd County,74.49999999999999
boyle-county-ky,KY,Boyle County,76.5142857142857
bracken-county-ky,KY,Bracken County,74.23333333333333
breathitt-county-ky,KY,Breathitt County,70.15714285714286
breckinridge-county-ky,KY,Breckinridge County,74.86666666666666
bullitt-county-ky,KY,Bullitt County,77.06428571428572
butler-county-ky,KY,Butler County,75.35999999999999
caldwell-county-ky,KY,Caldwell County,76.46666666666667
calloway-county-ky,KY,Calloway County,75.85000000000001
campbell-county-ky,KY,Campbell County,76.29166666666667
carlisle-county-ky,KY,Carlisle County,77.13333333333334
carroll-county-ky,KY,Carroll County,73.83333333333333
carter-county-ky,KY,Carter County,75.28571428571429
casey-county-ky,KY,Casey County,75.16
christian-county-ky,KY,Christian County,75.24285714285713
clark-county-ky,KY,Clark County,74.73
clay-county-ky,KY,Clay County,72.375
clinton-county-ky,KY,Clinton County,73.66666666666667
crittenden-county-ky,KY,Crittenden County,75.47500000000001
cumberland-county-ky,KY,Cumberland County,74.1
daviess-county-ky,KY,Daviess County,76.6
edmonson-county-ky,KY,Edmonson County,75.3
elliott-county-ky,KY,Elliott County,76.1
estill-county-ky,KY,Estill County,71.35
fayette-county-ky,KY,Fayette County,77.5916666666667
fleming-county-ky,KY,Fleming County,74.025
floyd-county-ky,KY,Floyd County,73.03
franklin-county-ky,KY,Franklin County,75.84545454545456
fulton-county-ky,KY,Fulton County,73.85
gallatin-county-ky,KY,Gallatin County,73.0
garrard-county-ky,KY,Garrard County,76.625
grant-county-ky,KY,Grant County,74.55000000000001
graves-county-ky,KY,Graves County,76.6
grayson-county-ky,KY,Grayson County,73.9
green-county-ky,KY,Green County,75.19999999999999
greenup-county-ky,KY,Greenup County,75.9
hancock-county-ky,KY,Hancock County,77.60000000000001
hardin-county-ky,KY,Hardin County,76.44210526315791
harlan-county-ky,KY,Harlan County,73.10909090909091
harrison-county-ky,KY,Harrison County,74.95
hart-county-ky,KY,Hart County,74.24
henderson-county-ky,KY,Henderson County,74.97272727272728
henry-county-ky,KY,Henry County,75.63999999999999
hickman-county-ky,KY,Hickman County,74.7
hopkins-county-ky,KY,Hopkins County,73.91666666666667
jackson-county-ky,KY,Jackson County,72.66666666666667
jefferson-county-ky,KY,Jefferson County,76.06153846153842
jessamine-county-ky,KY,Jessamine County,76.9625
johnson-county-ky,KY,Johnson County,74.05
kenton-county-ky,KY,Kenton County,75.19268292682924
knott-county-ky,KY,Knott County,73.84
knox-county-ky,KY,Knox County,73.475
larue-county-ky,KY,Larue County,74.675
laurel-county-ky,KY,Laurel County,75.09090909090911
lawrence-county-ky,KY,Lawrence County,73.25999999999999
lee-county-ky,KY,Lee County,72.66666666666667
leslie-county-ky,KY,Leslie County,74.03333333333333
letcher-county-ky,KY,Letcher County,72.87142857142858
lewis-county-ky,KY,Lewis County,75.725
lincoln-county-ky,KY,Lincoln County,73.26
livingston-county-ky,KY,Livingston County,75.0
logan-county-ky,KY,Logan County,75.16666666666667
lyon-county-ky,KY,Lyon County,77.1
madison-county-ky,KY,Madison County,76.14117647058822
magoffin-county-ky,KY,Magoffin County,72.76666666666667
marion-county-ky,KY,Marion County,76.26666666666667
marshall-county-ky,KY,Marshall County,75.75000000000001
martin-county-ky,KY,Martin County,74.65
mason-county-ky,KY,Mason County,75.24
mccracken-county-ky,KY,McCracken County,74.84705882352941
mccreary-county-ky,KY,McCreary County,72.96666666666665
mclean-county-ky,KY,McLean County,79.46666666666665
meade-county-ky,KY,Meade County,74.15
menifee-county-ky,KY,Menifee County,75.15
mercer-county-ky,KY,Mercer County,76.67999999999999
metcalfe-county-ky,KY,Metcalfe County,74.73333333333333
monroe-county-ky,KY,Monroe County,72.19999999999999
montgomery-county-ky,KY,Montgomery County,76.14999999999999
morgan-county-ky,KY,Morgan County,73.97999999999999
muhlenberg-county-ky,KY,Muhlenberg County,74.22222222222223
nelson-county-ky,KY,Nelson County,75.84444444444443
nicholas-county-ky,KY,Nicholas County,73.25
ohio-county-ky,KY,Ohio County,75.03333333333333
oldham-county-ky,KY,Oldham County,79.80833333333334
owen-county-ky,KY,Owen County,75.36666666666667
owsley-county-ky,KY,Owsley County,71.9
pendleton-county-ky,KY,Pendleton County,75.03333333333335
perry-county-ky,KY,Perry County,71.9375
pike-county-ky,KY,Pike County,72.67894736842106
powell-county-ky,KY,Powell County,70.75
pulaski-county-ky,KY,Pulaski County,74.78461538461538
robertson-county-ky,KY,Robertson County,72.5
rockcastle-county-ky,KY,Rockcastle County,72.9
rowan-county-ky,KY,Rowan County,75.275
russell-county-ky,KY,Russell County,74.3
scott-county-ky,KY,Scott County,77.77272727272727
shelby-county-ky,KY,Shelby County,78.3111111111111
simpson-county-ky,KY,Simpson County,75.6
spencer-county-ky,KY,Spencer County,76.8
taylor-county-ky,KY,Taylor County,75.94
todd-county-ky,KY,Todd County,76.675
trigg-county-ky,KY,Trigg County,76.1
trimble-county-ky,KY,Trimble County,75.05000000000001
union-county-ky,KY,Union County,75.75
warren-county-ky,KY,Warren County,76.57499999999999
washington-county-ky,KY,Washington County,76.76666666666667
wayne-county-ky,KY,Wayne County,76.26
webster-county-ky,KY,Webster County,74.80000000000001
whitley-county-ky,KY,Whitley County,71.67142857142858
wolfe-county-ky,KY,Wolfe County,75.45
woodford-county-ky,KY,Woodford County,77.3125
acadia-parish-la,LA,Acadia Parish,74.44545454545454
allen-parish-la,LA,Allen Parish,76.2
ascension-parish-la,LA,Ascension Parish,78.4
assumption-parish-la,LA,Assumption Parish,76.75
avoyelles-parish-la,LA,Avoyelles Parish,74.6875
beauregard-parish-la,LA,Beauregard Parish,75.0
bienville-parish-la,LA,Bienville Parish,74.04
bossier-parish-la,LA,Bossier Parish,76.18571428571428
caddo-parish-la,LA,Caddo Parish,74.31639344262295
calcasieu-parish-la,LA,Calcasieu Parish,74.49999999999999
caldwell-parish-la,LA,Caldwell Parish,74.33333333333333
cameron-parish-la,LA,Cameron Parish,78.25
catahoula-parish-la,LA,Catahoula Parish,72.86666666666667
claiborne-parish-la,LA,Claiborne Parish,75.7
concordia-parish-la,LA,Concordia Parish,73.16
de-soto-parish-la,LA,De Soto Parish,73.81428571428572
east-baton-rouge-parish-la,LA,East Baton Rouge Parish,74.96543209876539
east-carroll-parish-la,LA,East Carroll Parish,69.05
east-feliciana-parish-la,LA,East Feliciana Parish,76.0
evangeline-parish-la,LA,Evangeline Parish,75.2
franklin-parish-la,LA,Franklin Parish,73.73333333333333
grant-parish-la,LA,Grant Parish,74.34
iberia-parish-la,LA,Iberia Parish,75.11428571428571
iberville-parish-la,LA,Iberville Parish,74.02857142857142
jackson-parish-la,LA,Jackson Parish,75.28
jefferson-davis-parish-la,LA,Jefferson Davis Parish,74.75714285714285
jefferson-parish-la,LA,Jefferson Parish,76.31355932203388
la-salle-parish-la,LA,La Salle Parish,77.8
lafayette-parish-la,LA,Lafayette Parish,77.77027027027027
lafourche-parish-la,LA,Lafourche Parish,75.55714285714286
lincoln-parish-la,LA,Lincoln Parish,77.30000000000001
livingston-parish-la,LA,Livingston Parish,76.03999999999999
madison-parish-la,LA,Madison Parish,71.4
morehouse-parish-la,LA,Morehouse Parish,71.68749999999999
natchitoches-parish-la,LA,Natchitoches Parish,76.17500000000001
