cnty,state,name,age
orleans-parish-la,LA,Orleans Parish,75.25850340136056
ouachita-parish-la,LA,Ouachita Parish,74.53076923076921
plaquemines-parish-la,LA,Plaquemines Parish,74.31666666666668
pointe-coupee-parish-la,LA,Pointe Coupee Parish,76.93333333333334
rapides-parish-la,LA,Rapides Parish,74.89333333333333
red-river-parish-la,LA,Red River Parish,74.3
richland-parish-la,LA,Richland Parish,74.48333333333333
sabine-parish-la,LA,Sabine Parish,75.07142857142857
st.-bernard-parish-la,LA,St. Bernard Parish,74.59285714285714
st.-charles-parish-la,LA,St. Charles Parish,76.85833333333332
st.-helena-parish-la,LA,St. Helena Parish,74.75
st.-james-parish-la,LA,St. James Parish,76.51428571428572
st.-john-the-baptist-parish-la,LA,St. John the Baptist Parish,74.9909090909091
st.-landry-parish-la,LA,St. Landry Parish,74.67368421052632
st.-martin-parish-la,LA,St. Martin Parish,75.46363636363637
st.-mary-parish-la,LA,St. Mary Parish,74.00625000000001
st.-tammany-parish-la,LA,St. Tammany Parish,77.59210526315792
tangipahoa-parish-la,LA,Tangipahoa Parish,74.69500000000001
tensas-parish-la,LA,Tensas Parish,80.25
terrebonne-parish-la,LA,Terrebonne Parish,74.655
union-parish-la,LA,Union Parish,73.68333333333332
vermilion-parish-la,LA,Vermilion Parish,76.45
vernon-parish-la,LA,Vernon Parish,76.575
washington-parish-la,LA,Washington Parish,73.21000000000001
webster-parish-la,LA,Webster Parish,75.08181818181818
west-baton-rouge-parish-la,LA,West Baton Rouge Parish,76.62
west-carroll-parish-la,LA,West Carroll Parish,75.46666666666667
west-feliciana-parish-la,LA,West Feliciana Parish,77.15
winn-parish-la,LA,Winn Parish,73.95
barnstable-county-ma,MA,Barnstable County,80.42745098039218
berkshire-county-ma,MA,Berkshire County,80.25263157894736
bristol-county-ma,MA,Bristol County,78.4885245901639
dukes-county-ma,MA,Dukes County,81.275
essex-county-ma,MA,Essex County,80.59182389937111
franklin-county-ma,MA,Franklin County,80.87777777777778
hampden-county-ma,MA,Hampden County,78.61089108910893
hampshire-county-ma,MA,Hampshire County,81.62068965517241
middlesex-county-ma,MA,Middlesex County,81.70230263157896
nantucket-county-ma,MA,Nantucket County,81.85
norfolk-county-ma,MA,Norfolk County,81.46328124999998
plymouth-county-ma,MA,Plymouth County,79.9548387096774
suffolk-county-ma,MA,Suffolk County,79.62934131736525
worcester-county-ma,MA,Worcester County,79.73554216867467
allegany-county-md,MD,Allegany County,76.32173913043479
anne-arundel-county-md,MD,Anne Arundel County,78.86597938144328
baltimore-county-md,MD,Baltimore County,78.07722772277229
baltimore-city-md,MD,Baltimore city,73.03944444444444
calvert-county-md,MD,Calvert County,80.73888888888888
caroline-county-md,MD,Caroline County,75.83333333333334
carroll-county-md,MD,Carroll County,78.48648648648647
cecil-county-md,MD,Cecil County,76.67777777777778
charles-county-md,MD,Charles County,79.6689655172414
dorchester-county-md,MD,Dorchester County,77.61111111111111
frederick-county-md,MD,Frederick County,80.0396551724138
garrett-county-md,MD,Garrett County,78.0142857142857
harford-county-md,MD,Harford County,78.81176470588237
howard-county-md,MD,Howard County,81.70740740740742
kent-county-md,MD,Kent County,78.86
montgomery-county-md,MD,Montgomery County,83.01299999999998
prince-george's-county-md,MD,Prince George's County,79.60900000000001
queen-anne's-county-md,MD,Queen Anne's County,79.17272727272726
somerset-county-md,MD,Somerset County,74.86666666666666
st.-mary's-county-md,MD,St. Mary's County,80.75000000000001
talbot-county-md,MD,Talbot County,80.16999999999999
washington-county-md,MD,Washington County,76.15517241379308
wicomico-county-md,MD,Wicomico County,76.94210526315787
worcester-county-md,MD,Worcester County,77.90714285714286
androscoggin-county-me,ME,Androscoggin County,76.93333333333334
aroostook-county-me,ME,Aroostook County,77.765
cumberland-county-me,ME,Cumberland County,80.10363636363635
franklin-county-me,ME,Franklin County,78.17142857142856
hancock-county-me,ME,Hancock County,79.85
kennebec-county-me,ME,Kennebec County,77.82142857142857
knox-county-me,ME,Knox County,78.85
lincoln-county-me,ME,Lincoln County,79.01428571428572
oxford-county-me,ME,Oxford County,78.925
penobscot-county-me,ME,Penobscot County,77.1314285714286
piscataquis-county-me,ME,Piscataquis County,76.60000000000001
sagadahoc-county-me,ME,Sagadahoc County,79.88571428571427
somerset-county-me,ME,Somerset County,76.67142857142856
waldo-county-me,ME,Waldo County,78.8875
washington-county-me,ME,Washington County,76.35
york-county-me,ME,York County,79.07272727272726
alcona-county-mi,MI,Alcona County,76.475
alger-county-mi,MI,Alger County,81.19999999999999
allegan-county-mi,MI,Allegan County,79.5782608695652
alpena-county-mi,MI,Alpena County,77.25555555555556
antrim-county-mi,MI,Antrim County,80.07142857142857
arenac-county-mi,MI,Arenac County,77.0
baraga-county-mi,MI,Baraga County,76.2
barry-county-mi,MI,Barry County,79.36363636363636
bay-county-mi,MI,Bay County,77.02307692307691
benzie-county-mi,MI,Benzie County,78.7
berrien-county-mi,MI,Berrien County,76.83191489361701
branch-county-mi,MI,Branch County,77.19166666666666
calhoun-county-mi,MI,Calhoun County,76.26756756756755
cass-county-mi,MI,Cass County,77.87272727272727
charlevoix-county-mi,MI,Charlevoix County,79.30833333333332
cheboygan-county-mi,MI,Cheboygan County,79.1625
chippewa-county-mi,MI,Chippewa County,78.06363636363636
clare-county-mi,MI,Clare County,75.19000000000001
clinton-county-mi,MI,Clinton County,79.89999999999999
crawford-county-mi,MI,Crawford County,78.2
delta-county-mi,MI,Delta County,79.87272727272726
dickinson-county-mi,MI,Dickinson County,79.9
eaton-county-mi,MI,Eaton County,78.81111111111112
emmet-county-mi,MI,Emmet County,80.07142857142857
genesee-county-mi,MI,Genesee County,75.28571428571426
gladwin-county-mi,MI,Gladwin County,76.39999999999999
gogebic-county-mi,MI,Gogebic County,77.41428571428571
grand-traverse-county-mi,MI,Grand Traverse County,79.9625
gratiot-county-mi,MI,Gratiot County,78.11111111111111
hillsdale-county-mi,MI,Hillsdale County,77.63333333333334
houghton-county-mi,MI,Houghton County,78.75999999999998
huron-county-mi,MI,Huron County,77.86
ingham-county-mi,MI,Ingham County,77.94590163934424
ionia-county-mi,MI,Ionia County,78.53333333333332
iosco-county-mi,MI,Iosco County,76.05
iron-county-mi,MI,Iron County,81.35999999999999
isabella-county-mi,MI,Isabella County,78.43076923076923
jackson-county-mi,MI,Jackson County,77.11891891891891
kalamazoo-county-mi,MI,Kalamazoo County,78.92692307692306
kalkaska-county-mi,MI,Kalkaska County,76.74
kent-county-mi,MI,Kent County,79.6682926829268
keweenaw-county-mi,MI,Keweenaw County,82.7
lake-county-mi,MI,Lake County,78.35
lapeer-county-mi,MI,Lapeer County,77.9909090909091
leelanau-county-mi,MI,Leelanau County,82.67999999999999
lenawee-county-mi,MI,Lenawee County,77.9478260869565
livingston-county-mi,MI,Livingston County,79.33859649122806
luce-county-mi,MI,Luce County,81.5
mackinac-county-mi,MI,Mackinac County,81.94000000000001
macomb-county-mi,MI,Macomb County,77.11960784313725
manistee-county-mi,MI,Manistee County,77.775
marquette-county-mi,MI,Marquette County,78.94999999999999
mason-county-mi,MI,Mason County,77.9625
mecosta-county-mi,MI,Mecosta County,77.8
menominee-county-mi,MI,Menominee County,82.17142857142858
midland-county-mi,MI,Midland County,79.84210526315788
missaukee-county-mi,MI,Missaukee County,78.1
monroe-county-mi,MI,Monroe County,77.10263157894737
montcalm-county-mi,MI,Montcalm County,78.68461538461538
montmorency-county-mi,MI,Montmorency County,76.56
muskegon-county-mi,MI,Muskegon County,76.95714285714286
newaygo-county-mi,MI,Newaygo County,78.05454545454546
oakland-county-mi,MI,Oakland County,78.96327160493823
oceana-county-mi,MI,Oceana County,79.23333333333333
ogemaw-county-mi,MI,Ogemaw County,75.97142857142856
ontonagon-county-mi,MI,Ontonagon County,80.63333333333334
osceola-county-mi,MI,Osceola County,78.3
oscoda-county-mi,MI,Oscoda County,76.5
otsego-county-mi,MI,Otsego County,78.46666666666667
ottawa-county-mi,MI,Ottawa County,80.9705882352941
presque-isle-county-mi,MI,Presque Isle County,77.81666666666666
roscommon-county-mi,MI,Roscommon County,76.31249999999999
saginaw-county-mi,MI,Saginaw County,76.40892857142855
sanilac-county-mi,MI,Sanilac County,78.73333333333332
schoolcraft-county-mi,MI,Schoolcraft County,79.60000000000001
shiawassee-county-mi,MI,Shiawassee County,77.36470588235295
st.-clair-county-mi,MI,St. Clair County,76.17659574468085
st.-joseph-county-mi,MI,St. Joseph County,76.62941176470588
tuscola-county-mi,MI,Tuscola County,78.21538461538461
van-buren-county-mi,MI,Van Buren County,78.31333333333333
washtenaw-county-mi,MI,Washtenaw County,79.58875000000002
wayne-county-mi,MI,Wayne County,74.46294964028783
wexford-county-mi,MI,Wexford County,77.08749999999999
aitkin-county-mn,MN,Aitkin County,79.48333333333333
anoka-county-mn,MN,Anoka County,80.14025974025972
becker-county-mn,MN,Becker County,80.35
beltrami-county-mn,MN,Beltrami County,78.71
benton-county-mn,MN,Benton County,79.71111111111111
big-stone-county-mn,MN,Big Stone County,78.23333333333333
blue-earth-county-mn,MN,Blue Earth County,80.37333333333332
brown-county-mn,MN,Brown County,81.3125
carlton-county-mn,MN,Carlton County,77.8142857142857
carver-county-mn,MN,Carver County,82.37058823529412
cass-county-mn,MN,Cass County,79.76
chippewa-county-mn,MN,Chippewa County,80.07499999999999
chisago-county-mn,MN,Chisago County,80.28
clay-county-mn,MN,Clay County,79.8923076923077
clearwater-county-mn,MN,Clearwater County,79.16666666666667
cook-county-mn,MN,Cook County,81.4
cottonwood-county-mn,MN,Cottonwood County,80.0
crow-wing-county-mn,MN,Crow Wing County,80.22500000000001
dakota-county-mn,MN,Dakota County,80.68333333333334
dodge-county-mn,MN,Dodge County,81.68
douglas-county-mn,MN,Douglas County,81.73333333333333
faribault-county-mn,MN,Faribault County,81.2
fillmore-county-mn,MN,Fillmore County,82.53333333333333
freeborn-county-mn,MN,Freeborn County,81.60999999999999
goodhue-county-mn,MN,Goodhue County,80.83000000000001
grant-county-mn,MN,Grant County,84.9
hennepin-county-mn,MN,Hennepin County,80.32043795620436
houston-county-mn,MN,Houston County,82.88
hubbard-county-mn,MN,Hubbard County,82.17142857142856
isanti-county-mn,MN,Isanti County,80.91250000000001
itasca-county-mn,MN,Itasca County,79.89090909090909
jackson-county-mn,MN,Jackson County,84.75
kanabec-county-mn,MN,Kanabec County,80.225
kandiyohi-county-mn,MN,Kandiyohi County,81.425
kittson-county-mn,MN,Kittson County,79.95
koochiching-county-mn,MN,Koochiching County,78.75
lac-qui-parle-county-mn,MN,Lac qui Parle County,79.16666666666667
lake-county-mn,MN,Lake County,79.7
lake-of-the-woods-county-mn,MN,Lake of the Woods County,83.35
le-sueur-county-mn,MN,Le Sueur County,81.35000000000001
lincoln-county-mn,MN,Lincoln County,81.3
lyon-county-mn,MN,Lyon County,80.02857142857142
mahnomen-county-mn,MN,Mahnomen County,77.19999999999999
marshall-county-mn,MN,Marshall County,85.35000000000001
martin-county-mn,MN,Martin County,81.3
mcleod-county-mn,MN,McLeod County,82.18571428571428
meeker-county-mn,MN,Meeker County,80.66666666666667
mille-lacs-county-mn,MN,Mille Lacs County,77.42857142857143
morrison-county-mn,MN,Morrison County,81.975
mower-county-mn,MN,Mower County,80.72727272727272
murray-county-mn,MN,Murray County,81.39999999999999
nicollet-county-mn,MN,Nicollet County,81.60000000000001
nobles-county-mn,MN,Nobles County,82.08333333333333
norman-county-mn,MN,Norman County,78.16666666666667
olmsted-county-mn,MN,Olmsted County,81.3
otter-tail-county-mn,MN,Otter Tail County,80.97647058823529
pennington-county-mn,MN,Pennington County,80.02000000000001
pine-county-mn,MN,Pine County,79.6875
pipestone-county-mn,MN,Pipestone County,80.06
polk-county-mn,MN,Polk County,78.39000000000001
pope-county-mn,MN,Pope County,82.45
ramsey-county-mn,MN,Ramsey County,79.53384615384614
red-lake-county-mn,MN,Red Lake County,80.80000000000001
redwood-county-mn,MN,Redwood County,80.68333333333334
renville-county-mn,MN,Renville County,78.61666666666667
rice-county-mn,MN,Rice County,81.32307692307691
rock-county-mn,MN,Rock County,78.73333333333333
roseau-county-mn,MN,Roseau County,82.32000000000001
scott-county-mn,MN,Scott County,80.80952380952381
sherburne-county-mn,MN,Sherburne County,80.73636363636365
sibley-county-mn,MN,Sibley County,80.825
st.-louis-county-mn,MN,St. Louis County,78.24666666666668
stearns-county-mn,MN,Stearns County,81.92222222222223
steele-county-mn,MN,Steele County,82.6125
stevens-county-mn,MN,Stevens County,83.66666666666667
swift-county-mn,MN,Swift County,83.675
todd-county-mn,MN,Todd County,81.51249999999999
traverse-county-mn,MN,Traverse County,78.0
wabasha-county-mn,MN,Wabasha County,82.25
wadena-county-mn,MN,Wadena County,77.86666666666667
waseca-county-mn,MN,Waseca County,81.1
washington-county-mn,MN,Washington County,81.84791666666668
watonwan-county-mn,MN,Watonwan County,81.76666666666667
wilkin-county-mn,MN,Wilkin County,80.4
winona-county-mn,MN,Winona County,80.91111111111111
wright-county-mn,MN,Wright County,81.23125000000002
yellow-medicine-county-mn,MN,Yellow Medicine County,80.825
adair-county-mo,MO,Adair County,77.72
andrew-county-mo,MO,Andrew County,79.675
atchison-county-mo,MO,Atchison County,76.94999999999999
audrain-county-mo,MO,Audrain County,77.12857142857142
barry-county-mo,MO,Barry County,76.77142857142857
barton-county-mo,MO,Barton County,77.60000000000001
bates-county-mo,MO,Bates County,78.9
benton-county-mo,MO,Benton County,75.61666666666666
bollinger-county-mo,MO,Bollinger County,73.9
boone-county-mo,MO,Boone County,79.48260869565217
buchanan-county-mo,MO,Buchanan County,75.32400000000001
butler-county-mo,MO,Butler County,72.56
caldwell-county-mo,MO,Caldwell County,75.6
callaway-county-mo,MO,Callaway County,77.5875
camden-county-mo,MO,Camden County,79.5090909090909
cape-girardeau-county-mo,MO,Cape Girardeau County,77.50714285714285
carroll-county-mo,MO,Carroll County,77.36666666666667
carter-county-mo,MO,Carter County,75.94999999999999
cass-county-mo,MO,Cass County,78.02105263157895
cedar-county-mo,MO,Cedar County,74.9
chariton-county-mo,MO,Chariton County,78.73333333333333
christian-county-mo,MO,Christian County,79.11428571428573
clark-county-mo,MO,Clark County,76.86666666666667
clay-county-mo,MO,Clay County,78.41666666666667
clinton-county-mo,MO,Clinton County,76.75
cole-county-mo,MO,Cole County,77.6
cooper-county-mo,MO,Cooper County,76.82000000000001
crawford-county-mo,MO,Crawford County,75.16
dade-county-mo,MO,Dade County,77.25
dallas-county-mo,MO,Dallas County,77.13333333333334
daviess-county-mo,MO,Daviess County,76.0
dekalb-county-mo,MO,DeKalb County,79.15
dent-county-mo,MO,Dent County,75.4
douglas-county-mo,MO,Douglas County,74.8
dunklin-county-mo,MO,Dunklin County,73.17999999999999
franklin-county-mo,MO,Franklin County,77.09411764705882
gasconade-county-mo,MO,Gasconade County,76.775
gentry-county-mo,MO,Gentry County,78.35
greene-county-mo,MO,Greene County,77.05689655172414
grundy-county-mo,MO,Grundy County,78.17500000000001
harrison-county-mo,MO,Harrison County,77.13333333333334
henry-county-mo,MO,Henry County,74.95
hickory-county-mo,MO,Hickory County,82.19999999999999
holt-county-mo,MO,Holt County,76.8
howard-county-mo,MO,Howard County,78.5
howell-county-mo,MO,Howell County,75.63749999999999
iron-county-mo,MO,Iron County,75.39999999999999
jackson-county-mo,MO,Jackson County,75.77329545454549
jasper-county-mo,MO,Jasper County,75.69999999999999
jefferson-county-mo,MO,Jefferson County,76.46829268292683
johnson-county-mo,MO,Johnson County,77.7
knox-county-mo,MO,Knox County,77.35
laclede-county-mo,MO,Laclede County,75.71666666666667
lafayette-county-mo,MO,Lafayette County,77.05714285714285
lawrence-county-mo,MO,Lawrence County,76.55714285714285
lewis-county-mo,MO,Lewis County,77.07499999999999
lincoln-county-mo,MO,Lincoln County,76.62857142857142
linn-county-mo,MO,Linn County,76.53999999999999
livingston-county-mo,MO,Livingston County,77.875
macon-county-mo,MO,Macon County,77.32000000000001
madison-county-mo,MO,Madison County,74.15
maries-county-mo,MO,Maries County,79.2
marion-county-mo,MO,Marion County,76.775
mcdonald-county-mo,MO,McDonald County,76.775
mercer-county-mo,MO,Mercer County,76.35
miller-county-mo,MO,Miller County,76.49999999999999
mississippi-county-mo,MO,Mississippi County,75.65
moniteau-county-mo,MO,Moniteau County,77.85
monroe-county-mo,MO,Monroe County,80.63333333333334
montgomery-county-mo,MO,Montgomery County,76.475
morgan-county-mo,MO,Morgan County,75.35999999999999
new-madrid-county-mo,MO,New Madrid County,76.96000000000001
newton-county-mo,MO,Newton County,76.33333333333334
nodaway-county-mo,MO,Nodaway County,77.46000000000001
oregon-county-mo,MO,Oregon County,75.10000000000001
osage-county-mo,MO,Osage County,78.82499999999999
ozark-county-mo,MO,Ozark County,81.15
pemiscot-county-mo,MO,Pemiscot County,72.85000000000001
perry-county-mo,MO,Perry County,81.38
pettis-county-mo,MO,Pettis County,77.8090909090909
phelps-county-mo,MO,Phelps County,77.03
pike-county-mo,MO,Pike County,76.4
platte-county-mo,MO,Platte County,79.62352941176471
polk-county-mo,MO,Polk County,77.85
pulaski-county-mo,MO,Pulaski County,75.01666666666667
putnam-county-mo,MO,Putnam County,83.3
ralls-county-mo,MO,Ralls County,78.2
randolph-county-mo,MO,Randolph County,75.56666666666666
ray-county-mo,MO,Ray County,77.225
reynolds-county-mo,MO,Reynolds County,78.2
ripley-county-mo,MO,Ripley County,71.875
saline-county-mo,MO,Saline County,77.5625
schuyler-county-mo,MO,Schuyler County,78.1
scotland-county-mo,MO,Scotland County,73.55
scott-county-mo,MO,Scott County,77.19999999999999
shannon-county-mo,MO,Shannon County,76.85
shelby-county-mo,MO,Shelby County,75.96666666666665
st.-charles-county-mo,MO,St. Charles County,79.93376623376625
st.-clair-county-mo,MO,St. Clair County,77.9
st.-francois-county-mo,MO,St. Francois County,74.09999999999998
st.-louis-county-mo,MO,St. Louis County,78.62408376963354
st.-louis-city-mo,MO,St. Louis city,73.39484536082476
ste.-genevieve-county-mo,MO,Ste. Genevieve County,77.375
stoddard-county-mo,MO,Stoddard County,75.35
stone-county-mo,MO,Stone County,77.64999999999999
sullivan-county-mo,MO,Sullivan County,77.23333333333333
taney-county-mo,MO,Taney County,77.02999999999999
texas-county-mo,MO,Texas County,76.475
vernon-county-mo,MO,Vernon County,75.93333333333334
warren-county-mo,MO,Warren County,79.08000000000001
washington-county-mo,MO,Washington County,74.24
wayne-county-mo,MO,Wayne County,75.1
webster-county-mo,MO,Webster County,76.89999999999999
worth-county-mo,MO,Worth County,77.0
wright-county-mo,MO,Wright County,75.175
adams-county-ms,MS,Adams County,73.14444444444445
alcorn-county-ms,MS,Alcorn County,73.83333333333333
amite-county-ms,MS,Amite County,77.89999999999999
attala-county-ms,MS,Attala County,76.88333333333333
benton-county-ms,MS,Benton County,73.0
bolivar-county-ms,MS,Bolivar County,74.7375
calhoun-county-ms,MS,Calhoun County,75.97999999999999
carroll-county-ms,MS,Carroll County,76.35
chickasaw-county-ms,MS,Chickasaw County,76.22500000000001
choctaw-county-ms,MS,Choctaw County,73.8
claiborne-county-ms,MS,Claiborne County,74.60000000000001
clarke-county-ms,MS,Clarke County,73.075
clay-county-ms,MS,Clay County,74.44999999999999
coahoma-county-ms,MS,Coahoma County,74.41428571428571
copiah-county-ms,MS,Copiah County,74.0
covington-county-ms,MS,Covington County,74.9
desoto-county-ms,MS,DeSoto County,76.73030303030303
forrest-county-ms,MS,Forrest County,73.94375
franklin-county-ms,MS,Franklin County,74.69999999999999
george-county-ms,MS,George County,74.8
greene-county-ms,MS,Greene County,73.05
grenada-county-ms,MS,Grenada County,73.28
hancock-county-ms,MS,Hancock County,76.27142857142857
harrison-county-ms,MS,Harrison County,74.145
hinds-county-ms,MS,Hinds County,75.13333333333331
holmes-county-ms,MS,Holmes County,73.62
humphreys-county-ms,MS,Humphreys County,77.06666666666668
issaquena-county-ms,MS,Issaquena County,72.2
itawamba-county-ms,MS,Itawamba County,74.96000000000001
jackson-county-ms,MS,Jackson County,75.12083333333334
jasper-county-ms,MS,Jasper County,74.575
jefferson-county-ms,MS,Jefferson County,76.15
jefferson-davis-county-ms,MS,Jefferson Davis County,74.46666666666667
jones-county-ms,MS,Jones County,75.26923076923077
kemper-county-ms,MS,Kemper County,75.85
lafayette-county-ms,MS,Lafayette County,77.87777777777778
lamar-county-ms,MS,Lamar County,76.3125
lauderdale-county-ms,MS,Lauderdale County,74.43333333333334
lawrence-county-ms,MS,Lawrence County,73.63333333333334
leake-county-ms,MS,Leake County,73.94
lee-county-ms,MS,Lee County,77.3722222222222
leflore-county-ms,MS,Leflore County,72.6875
lincoln-county-ms,MS,Lincoln County,73.26666666666667
lowndes-county-ms,MS,Lowndes County,76.06153846153846
madison-county-ms,MS,Madison County,78.79
marion-county-ms,MS,Marion County,71.65
marshall-county-ms,MS,Marshall County,74.02
monroe-county-ms,MS,Monroe County,75.81111111111112
montgomery-county-ms,MS,Montgomery County,73.03333333333335
neshoba-county-ms,MS,Neshoba County,72.6857142857143
newton-county-ms,MS,Newton County,73.55999999999999
noxubee-county-ms,MS,Noxubee County,76.9
oktibbeha-county-ms,MS,Oktibbeha County,77.5625
panola-county-ms,MS,Panola County,73.26666666666667
pearl-river-county-ms,MS,Pearl River County,74.50000000000001
perry-county-ms,MS,Perry County,74.16666666666667
pike-county-ms,MS,Pike County,73.05
pontotoc-county-ms,MS,Pontotoc County,77.78
prentiss-county-ms,MS,Prentiss County,76.46
quitman-county-ms,MS,Quitman County,72.10000000000001
rankin-county-ms,MS,Rankin County,77.71666666666665
scott-county-ms,MS,Scott County,74.11666666666667
sharkey-county-ms,MS,Sharkey County,73.45
simpson-county-ms,MS,Simpson County,73.9
smith-county-ms,MS,Smith County,79.2
stone-county-ms,MS,Stone County,74.10000000000001
sunflower-county-ms,MS,Sunflower County,73.6
tallahatchie-county-ms,MS,Tallahatchie County,70.85
tate-county-ms,MS,Tate County,75.5
tippah-county-ms,MS,Tippah County,73.55000000000001
tishomingo-county-ms,MS,Tishomingo County,73.43333333333334
tunica-county-ms,MS,Tunica County,72.75
union-county-ms,MS,Union County,76.01666666666667
walthall-county-ms,MS,Walthall County,73.10000000000001
warren-county-ms,MS,Warren County,74.21666666666667
washington-county-ms,MS,Washington County,72.26842105263158
wayne-county-ms,MS,Wayne County,74.625
webster-county-ms,MS,Webster County,75.10000000000001
wilkinson-county-ms,MS,Wilkinson County,74.4
winston-county-ms,MS,Winston County,75.5
yalobusha-county-ms,MS,Yalobusha County,73.26666666666667
yazoo-county-ms,MS,Yazoo County,73.5
beaverhead-county-mt,MT,Beaverhead County,79.8
big-horn-county-mt,MT,Big Horn County,77.52000000000001
blaine-county-mt,MT,Blaine County,77.7
broadwater-county-mt,MT,Broadwater County,72.3
carbon-county-mt,MT,Carbon County,79.5
carter-county-mt,MT,Carter County,78.7
cascade-county-mt,MT,Cascade County,76.86190476190477
chouteau-county-mt,MT,Chouteau County,81.6
custer-county-mt,MT,Custer County,76.76666666666667
daniels-county-mt,MT,Daniels County,81.4
dawson-county-mt,MT,Dawson County,80.36666666666666
deer-lodge-county-mt,MT,Deer Lodge County,76.53333333333333
fallon-county-mt,MT,Fallon County,79.1
fergus-county-mt,MT,Fergus County,79.55
flathead-county-mt,MT,Flathead County,79.89444444444446
gallatin-county-mt,MT,Gallatin County,80.91578947368421
garfield-county-mt,MT,Garfield County,79.9
glacier-county-mt,MT,Glacier County,75.06666666666668
granite-county-mt,MT,Granite County,87.0
hill-county-mt,MT,Hill County,77.93333333333334
jefferson-county-mt,MT,Jefferson County,79.80000000000001
judith-basin-county-mt,MT,Judith Basin County,82.7
lake-county-mt,MT,Lake County,79.9375
lewis-and-clark-county-mt,MT,Lewis and Clark County,79.27857142857144
liberty-county-mt,MT,Liberty County,77.9
lincoln-county-mt,MT,Lincoln County,78.82000000000001
madison-county-mt,MT,Madison County,84.13333333333334
mccone-county-mt,MT,McCone County,81.8
meagher-county-mt,MT,Meagher County,75.8
mineral-county-mt,MT,Mineral County,77.85
missoula-county-mt,MT,Missoula County,79.13888888888889
musselshell-county-mt,MT,Musselshell County,77.85
park-county-mt,MT,Park County,78.5
phillips-county-mt,MT,Phillips County,78.6
pondera-county-mt,MT,Pondera County,78.7
powder-river-county-mt,MT,Powder River County,77.9
powell-county-mt,MT,Powell County,77.95
prairie-county-mt,MT,Prairie County,77.9
ravalli-county-mt,MT,Ravalli County,80.17
richland-county-mt,MT,Richland County,78.15
roosevelt-county-mt,MT,Roosevelt County,75.8
rosebud-county-mt,MT,Rosebud County,79.525
sanders-county-mt,MT,Sanders County,79.56666666666666
sheridan-county-mt,MT,Sheridan County,77.4
silver-bow-county-mt,MT,Silver Bow County,75.70000000000002
stillwater-county-mt,MT,Stillwater County,79.76666666666667
sweet-grass-county-mt,MT,Sweet Grass County,79.8
teton-county-mt,MT,Teton County,83.8
toole-county-mt,MT,Toole County,78.35
valley-county-mt,MT,Valley County,76.8
wheatland-county-mt,MT,Wheatland County,80.8
wibaux-county-mt,MT,Wibaux County,77.9
yellowstone-county-mt,MT,Yellowstone County,78.12903225806453
alamance-county-nc,NC,Alamance County,77.94
alexander-county-nc,NC,Alexander County,77.17142857142858
alleghany-county-nc,NC,Alleghany County,79.03333333333335
anson-county-nc,NC,Anson County,75.71666666666665
ashe-county-nc,NC,Ashe County,77.48333333333333
avery-county-nc,NC,Avery County,79.16000000000001
beaufort-county-nc,NC,Beaufort County,75.49090909090908
bertie-county-nc,NC,Bertie County,77.0
bladen-county-nc,NC,Bladen County,76.85
brunswick-county-nc,NC,Brunswick County,77.12083333333334
buncombe-county-nc,NC,Buncombe County,77.93207547169813
burke-county-nc,NC,Burke County,76.74705882352941
cabarrus-county-nc,NC,Cabarrus County,77.30270270270273
caldwell-county-nc,NC,Caldwell County,75.85625
camden-county-nc,NC,Camden County,81.05
carteret-county-nc,NC,Carteret County,78.07187500000002
caswell-county-nc,NC,Caswell County,75.71666666666667
catawba-county-nc,NC,Catawba County,75.94333333333336
chatham-county-nc,NC,Chatham County,82.09166666666667
cherokee-county-nc,NC,Cherokee County,76.17142857142856
chowan-county-nc,NC,Chowan County,77.3
clay-county-nc,NC,Clay County,78.19999999999999
cleveland-county-nc,NC,Cleveland County,74.56190476190477
columbus-county-nc,NC,Columbus County,74.16923076923078
craven-county-nc,NC,Craven County,76.60526315789475
cumberland-county-nc,NC,Cumberland County,75.09642857142856
currituck-county-nc,NC,Currituck County,76.10000000000001
dare-county-nc,NC,Dare County,78.75555555555556
davidson-county-nc,NC,Davidson County,75.946875
davie-county-nc,NC,Davie County,77.57142857142857
duplin-county-nc,NC,Duplin County,79.5
durham-county-nc,NC,Durham County,78.5294117647059
edgecombe-county-nc,NC,Edgecombe County,76.30714285714286
forsyth-county-nc,NC,Forsyth County,77.14545454545457
franklin-county-nc,NC,Franklin County,77.05833333333334
gaston-county-nc,NC,Gaston County,75.00172413793103
gates-county-nc,NC,Gates County,77.56666666666666
graham-county-nc,NC,Graham County,75.23333333333333
granville-county-nc,NC,Granville County,77.82727272727271
greene-county-nc,NC,Greene County,77.07499999999999
guilford-county-nc,NC,Guilford County,78.17706422018351
halifax-county-nc,NC,Halifax County,75.41818181818184
harnett-county-nc,NC,Harnett County,76.73999999999998
haywood-county-nc,NC,Haywood County,77.10714285714285
henderson-county-nc,NC,Henderson County,79.35000000000001
hertford-county-nc,NC,Hertford County,76.17999999999999
hoke-county-nc,NC,Hoke County,76.65
hyde-county-nc,NC,Hyde County,78.7
iredell-county-nc,NC,Iredell County,76.96499999999999
jackson-county-nc,NC,Jackson County,78.30000000000001
johnston-county-nc,NC,Johnston County,77.16250000000001
jones-county-nc,NC,Jones County,77.10000000000001
lee-county-nc,NC,Lee County,75.94615384615385
